t,Pi_x,Pi_y,Pi_z,omega_x,omega_y,omega_z, x, y, z, P_x, P_y, P_z, v_x, v_y, v_z, SO3_err
4434.2,13.9372,-42,-13.2194,0.464574,-0.5,-0.440647,1.21158e+06,-6.83115e+06,0,1.4942e+06,246392,0,7471.01,1231.96,0,6.08036e-14
4434.3,15.07,-42,-11.9119,0.502333,-0.5,-0.397065,1.21233e+06,-6.83103e+06,0,1.49417e+06,246555,0,7470.86,1232.78,0,6.08232e-14
4434.4,16.0806,-42,-10.5079,0.536019,-0.5,-0.350262,1.21307e+06,-6.83091e+06,0,1.49414e+06,246719,0,7470.72,1233.59,0,6.07615e-14
4434.5,16.9607,-42,-9.01855,0.565357,-0.5,-0.300618,1.21382e+06,-6.83078e+06,0,1.49411e+06,246882,0,7470.57,1234.41,0,6.06147e-14
4434.6,17.7033,-42,-7.4561,0.59011,-0.5,-0.248537,1.21457e+06,-6.83066e+06,0,1.49409e+06,247045,0,7470.43,1235.22,0,6.07211e-14
4434.7,18.3023,-42,-5.83318,0.610076,-0.5,-0.194439,1.21531e+06,-6.83054e+06,0,1.49406e+06,247208,0,7470.28,1236.04,0,6.05058e-14
4434.8,18.7529,-42,-4.16295,0.625095,-0.5,-0.138765,1.21606e+06,-6.83041e+06,0,1.49403e+06,247371,0,7470.14,1236.85,0,5.99426e-14
4434.9,19.0513,-42,-2.45896,0.635045,-0.5,-0.0819653,1.21681e+06,-6.83029e+06,0,1.494e+06,247534,0,7469.99,1237.67,0,6.01928e-14
4435,19.1953,-42,-0.735024,0.639844,-0.5,-0.0245008,1.21756e+06,-6.83017e+06,0,1.49397e+06,247697,0,7469.85,1238.48,0,6.02287e-14
4435.1,19.1836,-42,0.994873,0.639453,-0.5,0.0331624,1.2183e+06,-6.83004e+06,0,1.49394e+06,247860,0,7469.7,1239.3,0,6.02773e-14
4435.2,19.0163,-42,2.7167,0.633877,-0.5,0.0905567,1.21905e+06,-6.82992e+06,0,1.49391e+06,248023,0,7469.56,1240.12,0,6.00505e-14
4435.3,18.6948,-42,4.4165,0.623159,-0.5,0.147217,1.2198e+06,-6.8298e+06,0,1.49388e+06,248186,0,7469.41,1240.93,0,5.99223e-14
4435.4,18.2216,-42,6.08047,0.607388,-0.5,0.202682,1.22054e+06,-6.82967e+06,0,1.49385e+06,248349,0,7469.27,1241.75,0,6.02675e-14
4435.5,17.6007,-42,7.69513,0.58669,-0.5,0.256504,1.22129e+06,-6.82955e+06,0,1.49382e+06,248512,0,7469.12,1242.56,0,6.00576e-14
4435.6,16.837,-42,9.24739,0.561235,-0.5,0.308246,1.22204e+06,-6.82942e+06,0,1.4938e+06,248675,0,7468.98,1243.38,0,6.01164e-14
4435.7,15.9368,-42,10.7246,0.531227,-0.5,0.357488,1.22278e+06,-6.8293e+06,0,1.49377e+06,248838,0,7468.83,1244.19,0,6.01773e-14
4435.8,14.9073,-42,12.1149,0.496911,-0.5,0.40383,1.22353e+06,-6.82917e+06,0,1.49374e+06,249001,0,7468.68,1245.01,0,6.01547e-14
4435.9,13.757,-42,13.4069,0.458565,-0.5,0.446898,1.22428e+06,-6.82905e+06,0,1.49371e+06,249164,0,7468.54,1245.82,0,6.02024e-14
4436,12.495,-42,14.5902,0.4165,-0.5,0.48634,1.22503e+06,-6.82892e+06,0,1.49368e+06,249327,0,7468.39,1246.64,0,6.01506e-14
4436.1,11.1317,-42,15.6552,0.371057,-0.5,0.521839,1.22577e+06,-6.8288e+06,0,1.49365e+06,249490,0,7468.24,1247.45,0,6.01042e-14
4436.2,9.67815,-42,16.5931,0.322605,-0.5,0.553105,1.22652e+06,-6.82868e+06,0,1.49362e+06,249653,0,7468.1,1248.27,0,6.03335e-14
4436.3,8.14609,-42,17.3966,0.271536,-0.5,0.579885,1.22727e+06,-6.82855e+06,0,1.49359e+06,249816,0,7467.95,1249.08,0,6.01483e-14
4436.4,6.54796,-42,18.0589,0.218265,-0.5,0.601963,1.22801e+06,-6.82843e+06,0,1.49356e+06,249979,0,7467.81,1249.9,0,6.03069e-14
4436.5,4.89672,-42,18.5747,0.163224,-0.5,0.619158,1.22876e+06,-6.8283e+06,0,1.49353e+06,250142,0,7467.66,1250.71,0,6.03189e-14
4436.6,3.20578,-42,18.9399,0.106859,-0.5,0.631331,1.22951e+06,-6.82818e+06,0,1.4935e+06,250305,0,7467.51,1251.53,0,6.02342e-14
4436.7,1.48883,-42,19.1515,0.0496276,-0.5,0.638385,1.23025e+06,-6.82805e+06,0,1.49347e+06,250468,0,7467.37,1252.34,0,6.00754e-14
4436.8,-0.240194,-42,19.2078,-0.00800646,-0.5,0.640261,1.231e+06,-6.82793e+06,0,1.49344e+06,250631,0,7467.22,1253.16,0,6.00847e-14
4436.9,-1.96727,-42,19.1083,-0.0655756,-0.5,0.636944,1.23175e+06,-6.8278e+06,0,1.49341e+06,250794,0,7467.07,1253.97,0,5.99369e-14
4437,-3.67839,-42,18.8538,-0.122613,-0.5,0.628461,1.23249e+06,-6.82768e+06,0,1.49338e+06,250957,0,7466.92,1254.79,0,6.01497e-14
4437.1,-5.35967,-42,18.4465,-0.178656,-0.5,0.614882,1.23324e+06,-6.82755e+06,0,1.49336e+06,251120,0,7466.78,1255.6,0,5.99392e-14
4437.2,-6.99749,-42,17.8895,-0.23325,-0.5,0.596315,1.23399e+06,-6.82742e+06,0,1.49333e+06,251283,0,7466.63,1256.42,0,6.00421e-14
4437.3,-8.57856,-42,17.1874,-0.285952,-0.5,0.572913,1.23473e+06,-6.8273e+06,0,1.4933e+06,251446,0,7466.48,1257.23,0,5.99618e-14
4437.4,-10.09,-42,16.3459,-0.336335,-0.5,0.544864,1.23548e+06,-6.82717e+06,0,1.49327e+06,251609,0,7466.34,1258.05,0,6.0083e-14
4437.5,-11.5197,-42,15.3719,-0.38399,-0.5,0.512396,1.23623e+06,-6.82705e+06,0,1.49324e+06,251772,0,7466.19,1258.86,0,5.99793e-14
4437.6,-12.8559,-42,14.2732,-0.428531,-0.5,0.475772,1.23697e+06,-6.82692e+06,0,1.49321e+06,251935,0,7466.04,1259.68,0,5.98648e-14
4437.7,-14.0879,-42,13.0587,-0.469597,-0.5,0.435289,1.23772e+06,-6.8268e+06,0,1.49318e+06,252098,0,7465.89,1260.49,0,5.99565e-14
4437.8,-15.2056,-42,11.7383,-0.506854,-0.5,0.391277,1.23847e+06,-6.82667e+06,0,1.49315e+06,252261,0,7465.74,1261.3,0,6.00522e-14
4437.9,-16.2,-42,10.3227,-0.54,-0.5,0.34409,1.23921e+06,-6.82654e+06,0,1.49312e+06,252424,0,7465.6,1262.12,0,6.00616e-14
4438,-17.063,-42,8.82341,-0.568767,-0.5,0.294114,1.23996e+06,-6.82642e+06,0,1.49309e+06,252587,0,7465.45,1262.93,0,6.00809e-14
4438.1,-17.7876,-42,7.25255,-0.592921,-0.5,0.241752,1.24071e+06,-6.82629e+06,0,1.49306e+06,252750,0,7465.3,1263.75,0,6.0114e-14
4438.2,-18.368,-42,5.62286,-0.612266,-0.5,0.187429,1.24145e+06,-6.82616e+06,0,1.49303e+06,252913,0,7465.15,1264.56,0,5.99408e-14
4438.3,-18.7994,-42,3.94758,-0.626645,-0.5,0.131586,1.2422e+06,-6.82604e+06,0,1.493e+06,253076,0,7465,1265.38,0,6.00602e-14
4438.4,-19.0783,-42,2.24027,-0.635943,-0.5,0.0746757,1.24295e+06,-6.82591e+06,0,1.49297e+06,253239,0,7464.86,1266.19,0,6.01236e-14
4438.5,-19.2025,-42,0.514799,-0.640082,-0.5,0.01716,1.24369e+06,-6.82578e+06,0,1.49294e+06,253402,0,7464.71,1267.01,0,6.00061e-14
4438.6,-19.1709,-42,-1.21485,-0.63903,-0.5,-0.040495,1.24444e+06,-6.82566e+06,0,1.49291e+06,253564,0,7464.56,1267.82,0,6.01628e-14
4438.7,-18.9839,-42,-2.93465,-0.632796,-0.5,-0.0978215,1.24518e+06,-6.82553e+06,0,1.49288e+06,253727,0,7464.41,1268.64,0,6.00438e-14
4438.8,-18.6429,-42,-4.63064,-0.62143,-0.5,-0.154355,1.24593e+06,-6.8254e+06,0,1.49285e+06,253890,0,7464.26,1269.45,0,6.01133e-14
4438.9,-18.1507,-42,-6.28908,-0.605023,-0.5,-0.209636,1.24668e+06,-6.82528e+06,0,1.49282e+06,254053,0,7464.11,1270.27,0,6.0254e-14
4439,-17.5113,-42,-7.89652,-0.58371,-0.5,-0.263217,1.24742e+06,-6.82515e+06,0,1.49279e+06,254216,0,7463.96,1271.08,0,6.01691e-14
4439.1,-16.7299,-42,-9.43991,-0.557662,-0.5,-0.314664,1.24817e+06,-6.82502e+06,0,1.49276e+06,254379,0,7463.82,1271.9,0,6.02132e-14
4439.2,-15.8128,-42,-10.9067,-0.527092,-0.5,-0.363558,1.24892e+06,-6.8249e+06,0,1.49273e+06,254542,0,7463.67,1272.71,0,6.0009e-14
4439.3,-14.7674,-42,-12.2851,-0.492247,-0.5,-0.409504,1.24966e+06,-6.82477e+06,0,1.4927e+06,254705,0,7463.52,1273.52,0,6.01106e-14
4439.4,-13.6023,-42,-13.5639,-0.453409,-0.5,-0.452128,1.25041e+06,-6.82464e+06,0,1.49267e+06,254868,0,7463.37,1274.34,0,6.00652e-14
4439.5,-12.3268,-42,-14.7326,-0.410895,-0.5,-0.491086,1.25116e+06,-6.82451e+06,0,1.49264e+06,255031,0,7463.22,1275.15,0,6.00062e-14
4439.6,-10.9514,-42,-15.7818,-0.365048,-0.5,-0.526061,1.2519e+06,-6.82439e+06,0,1.49261e+06,255193,0,7463.07,1275.97,0,5.99955e-14
4439.7,-9.4872,-42,-16.7031,-0.31624,-0.5,-0.55677,1.25265e+06,-6.82426e+06,0,1.49258e+06,255356,0,7462.92,1276.78,0,6.02305e-14
4439.8,-7.94602,-42,-17.4889,-0.264867,-0.5,-0.582962,1.25339e+06,-6.82413e+06,0,1.49255e+06,255519,0,7462.77,1277.6,0,6.03396e-14
4439.9,-6.3404,-42,-18.1328,-0.211347,-0.5,-0.604427,1.25414e+06,-6.824e+06,0,1.49252e+06,255682,0,7462.62,1278.41,0,6.03999e-14
4440,-4.68336,-42,-18.6297,-0.156112,-0.5,-0.62099,1.25489e+06,-6.82388e+06,0,1.49249e+06,255845,0,7462.47,1279.22,0,6.0323e-14
4440.1,-2.98834,-42,-18.9755,-0.0996113,-0.5,-0.632516,1.25563e+06,-6.82375e+06,0,1.49246e+06,256008,0,7462.32,1280.04,0,6.01233e-14
4440.2,-1.26908,-42,-19.1674,-0.0423026,-0.5,-0.638913,1.25638e+06,-6.82362e+06,0,1.49243e+06,256171,0,7462.17,1280.85,0,6.01981e-14
4440.3,0.460475,-42,-19.2038,0.0153492,-0.5,-0.640128,1.25713e+06,-6.82349e+06,0,1.4924e+06,256334,0,7462.02,1281.67,0,6.01105e-14
4440.4,2.18629,-42,-19.0845,0.0728764,-0.5,-0.636151,1.25787e+06,-6.82336e+06,0,1.49237e+06,256496,0,7461.87,1282.48,0,6.01006e-14
4440.5,3.89438,-42,-18.8104,0.129813,-0.5,-0.627015,1.25862e+06,-6.82324e+06,0,1.49234e+06,256659,0,7461.72,1283.3,0,5.99912e-14
4440.6,5.57088,-42,-18.3838,0.185696,-0.5,-0.612793,1.25936e+06,-6.82311e+06,0,1.49231e+06,256822,0,7461.57,1284.11,0,6.00593e-14
4440.7,7.2022,-42,-17.8081,0.240073,-0.5,-0.593602,1.26011e+06,-6.82298e+06,0,1.49228e+06,256985,0,7461.42,1284.92,0,5.99117e-14
4440.8,8.77511,-42,-17.0879,0.292504,-0.5,-0.569596,1.26086e+06,-6.82285e+06,0,1.49225e+06,257148,0,7461.27,1285.74,0,5.97809e-14
4440.9,10.2768,-42,-16.2291,0.342562,-0.5,-0.540971,1.2616e+06,-6.82272e+06,0,1.49222e+06,257311,0,7461.12,1286.55,0,5.99326e-14
4441,11.6952,-42,-15.2387,0.389841,-0.5,-0.507958,1.26235e+06,-6.82259e+06,0,1.49219e+06,257474,0,7460.97,1287.37,0,5.99841e-14
4441.1,13.0188,-42,-14.1248,0.433959,-0.5,-0.470826,1.2631e+06,-6.82247e+06,0,1.49216e+06,257636,0,7460.82,1288.18,0,6.0037e-14
4441.2,14.2367,-42,-12.8962,0.474558,-0.5,-0.429875,1.26384e+06,-6.82234e+06,0,1.49213e+06,257799,0,7460.67,1289,0,5.99778e-14
4441.3,15.3392,-42,-11.5631,0.511307,-0.5,-0.385438,1.26459e+06,-6.82221e+06,0,1.4921e+06,257962,0,7460.52,1289.81,0,5.98344e-14
4441.4,16.3173,-42,-10.1362,0.54391,-0.5,-0.337875,1.26533e+06,-6.82208e+06,0,1.49207e+06,258125,0,7460.37,1290.62,0,5.95141e-14
4441.5,17.1631,-42,-8.62713,0.572102,-0.5,-0.287571,1.26608e+06,-6.82195e+06,0,1.49204e+06,258288,0,7460.22,1291.44,0,5.96445e-14
4441.6,17.8696,-42,-7.04806,0.595653,-0.5,-0.234935,1.26683e+06,-6.82182e+06,0,1.49201e+06,258450,0,7460.06,1292.25,0,5.96565e-14
4441.7,18.4312,-42,-5.41182,0.614374,-0.5,-0.180394,1.26757e+06,-6.82169e+06,0,1.49198e+06,258613,0,7459.91,1293.07,0,5.96551e-14
4441.8,18.8434,-42,-3.7317,0.628112,-0.5,-0.12439,1.26832e+06,-6.82156e+06,0,1.49195e+06,258776,0,7459.76,1293.88,0,5.98109e-14
4441.9,19.1027,-42,-2.02131,0.636756,-0.5,-0.0673769,1.26906e+06,-6.82143e+06,0,1.49192e+06,258939,0,7459.61,1294.69,0,5.98843e-14
4442,19.2071,-42,-0.294522,0.640236,-0.5,-0.00981739,1.26981e+06,-6.8213e+06,0,1.49189e+06,259102,0,7459.46,1295.51,0,5.98119e-14
4442.1,19.1557,-42,1.43465,0.638523,-0.5,0.0478217,1.27056e+06,-6.82117e+06,0,1.49186e+06,259264,0,7459.31,1296.32,0,5.97865e-14
4442.2,18.9489,-42,3.15219,0.631632,-0.5,0.105073,1.2713e+06,-6.82104e+06,0,1.49183e+06,259427,0,7459.16,1297.14,0,5.98811e-14
4442.3,18.5885,-42,4.84416,0.619617,-0.5,0.161472,1.27205e+06,-6.82091e+06,0,1.4918e+06,259590,0,7459,1297.95,0,5.99066e-14
4442.4,18.0773,-42,6.49685,0.602578,-0.5,0.216562,1.27279e+06,-6.82078e+06,0,1.49177e+06,259753,0,7458.85,1298.76,0,6.0189e-14
4442.5,17.4195,-42,8.09685,0.580651,-0.5,0.269895,1.27354e+06,-6.82066e+06,0,1.49174e+06,259916,0,7458.7,1299.58,0,6.0214e-14
4442.6,16.6205,-42,9.63118,0.554016,-0.5,0.321039,1.27429e+06,-6.82053e+06,0,1.49171e+06,260078,0,7458.55,1300.39,0,6.01781e-14
4442.7,15.6866,-42,11.0874,0.522887,-0.5,0.36958,1.27503e+06,-6.8204e+06,0,1.49168e+06,260241,0,7458.4,1301.21,0,6.0091e-14
4442.8,14.6255,-42,12.4537,0.487517,-0.5,0.415123,1.27578e+06,-6.82027e+06,0,1.49165e+06,260404,0,7458.24,1302.02,0,5.99946e-14
4442.9,13.4458,-42,13.719,0.448193,-0.5,0.457299,1.27652e+06,-6.82013e+06,0,1.49162e+06,260567,0,7458.09,1302.83,0,5.99919e-14
4443,12.157,-42,14.873,0.405235,-0.5,0.495767,1.27727e+06,-6.82e+06,0,1.49159e+06,260729,0,7457.94,1303.65,0,6.00145e-14
4443.1,10.7697,-42,15.9064,0.35899,-0.5,0.530214,1.27801e+06,-6.81987e+06,0,1.49156e+06,260892,0,7457.79,1304.46,0,6.01175e-14
4443.2,9.29499,-42,16.8108,0.309833,-0.5,0.56036,1.27876e+06,-6.81974e+06,0,1.49153e+06,261055,0,7457.63,1305.27,0,6.00968e-14
4443.3,7.7449,-42,17.5789,0.258163,-0.5,0.585962,1.27951e+06,-6.81961e+06,0,1.4915e+06,261218,0,7457.48,1306.09,0,6.0165e-14
4443.4,6.132,-42,18.2044,0.2044,-0.5,0.606812,1.28025e+06,-6.81948e+06,0,1.49147e+06,261380,0,7457.33,1306.9,0,6.00634e-14
4443.5,4.46937,-42,18.6822,0.148979,-0.5,0.62274,1.281e+06,-6.81935e+06,0,1.49144e+06,261543,0,7457.18,1307.72,0,6.00962e-14
4443.6,2.77049,-42,19.0085,0.0923497,-0.5,0.633618,1.28174e+06,-6.81922e+06,0,1.4914e+06,261706,0,7457.02,1308.53,0,6.0077e-14
4443.7,1.04914,-42,19.1807,0.0349714,-0.5,0.639357,1.28249e+06,-6.81909e+06,0,1.49137e+06,261869,0,7456.87,1309.34,0,6.02077e-14
4443.8,-0.680714,-42,19.1973,-0.0226905,-0.5,0.63991,1.28323e+06,-6.81896e+06,0,1.49134e+06,262031,0,7456.72,1310.16,0,6.00152e-14
4443.9,-2.40505,-42,19.0582,-0.0801683,-0.5,0.635274,1.28398e+06,-6.81883e+06,0,1.49131e+06,262194,0,7456.56,1310.97,0,6.01309e-14
4444,-4.10988,-42,18.7646,-0.136996,-0.5,0.625485,1.28473e+06,-6.8187e+06,0,1.49128e+06,262357,0,7456.41,1311.78,0,6.01473e-14
4444.1,-5.78138,-42,18.3187,-0.192713,-0.5,0.610624,1.28547e+06,-6.81857e+06,0,1.49125e+06,262519,0,7456.26,1312.6,0,6.00851e-14
4444.2,-7.40599,-42,17.7243,-0.246866,-0.5,0.59081,1.28622e+06,-6.81844e+06,0,1.49122e+06,262682,0,7456.1,1313.41,0,5.99831e-14
4444.3,-8.97053,-42,16.9861,-0.299018,-0.5,0.566205,1.28696e+06,-6.8183e+06,0,1.49119e+06,262845,0,7455.95,1314.22,0,5.99905e-14
4444.4,-10.4623,-42,16.1102,-0.348744,-0.5,0.537007,1.28771e+06,-6.81817e+06,0,1.49116e+06,263008,0,7455.8,1315.04,0,6.00214e-14
4444.5,-11.8693,-42,15.1036,-0.395642,-0.5,0.503454,1.28845e+06,-6.81804e+06,0,1.49113e+06,263170,0,7455.64,1315.85,0,6.00009e-14
4444.6,-13.1799,-42,13.9746,-0.439331,-0.5,0.465818,1.2892e+06,-6.81791e+06,0,1.4911e+06,263333,0,7455.49,1316.67,0,5.97629e-14
4444.7,-14.3837,-42,12.7321,-0.479457,-0.5,0.424405,1.28995e+06,-6.81778e+06,0,1.49107e+06,263496,0,7455.34,1317.48,0,5.97751e-14
4444.8,-15.4708,-42,11.3865,-0.515695,-0.5,0.379549,1.29069e+06,-6.81765e+06,0,1.49104e+06,263658,0,7455.18,1318.29,0,5.96795e-14
4444.9,-16.4325,-42,9.94844,-0.54775,-0.5,0.331615,1.29144e+06,-6.81751e+06,0,1.49101e+06,263821,0,7455.03,1319.11,0,5.96461e-14
4445,-17.2609,-42,8.42973,-0.575362,-0.5,0.280991,1.29218e+06,-6.81738e+06,0,1.49097e+06,263984,0,7454.87,1319.92,0,5.97342e-14
4445.1,-17.9493,-42,6.84266,-0.598309,-0.5,0.228089,1.29293e+06,-6.81725e+06,0,1.49094e+06,264146,0,7454.72,1320.73,0,5.95302e-14
4445.2,-18.4921,-42,5.20009,-0.616403,-0.5,0.173336,1.29367e+06,-6.81712e+06,0,1.49091e+06,264309,0,7454.56,1321.55,0,5.95373e-14
4445.3,-18.8849,-42,3.51535,-0.629497,-0.5,0.117178,1.29442e+06,-6.81699e+06,0,1.49088e+06,264472,0,7454.41,1322.36,0,5.96305e-14
4445.4,-19.1246,-42,1.80209,-0.637487,-0.5,0.0600698,1.29516e+06,-6.81685e+06,0,1.49085e+06,264634,0,7454.26,1323.17,0,5.97928e-14
4445.5,-19.2092,-42,0.0742242,-0.640306,-0.5,0.00247414,1.29591e+06,-6.81672e+06,0,1.49082e+06,264797,0,7454.1,1323.99,0,5.95395e-14
4445.6,-19.138,-42,-1.65425,-0.637932,-0.5,-0.0551416,1.29665e+06,-6.81659e+06,0,1.49079e+06,264960,0,7453.95,1324.8,0,5.9488e-14
4445.7,-18.9115,-42,-3.3693,-0.630384,-0.5,-0.11231,1.2974e+06,-6.81646e+06,0,1.49076e+06,265122,0,7453.79,1325.61,0,5.93467e-14
4445.8,-18.5317,-42,-5.05703,-0.617724,-0.5,-0.168568,1.29815e+06,-6.81632e+06,0,1.49073e+06,265285,0,7453.64,1326.43,0,5.93986e-14
4445.9,-18.0016,-42,-6.70375,-0.600054,-0.5,-0.223458,1.29889e+06,-6.81619e+06,0,1.4907e+06,265448,0,7453.48,1327.24,0,5.93698e-14
4446,-17.3255,-42,-8.29609,-0.577517,-0.5,-0.276536,1.29964e+06,-6.81606e+06,0,1.49067e+06,265610,0,7453.33,1328.05,0,5.94181e-14
4446.1,-16.5089,-42,-9.82116,-0.550296,-0.5,-0.327372,1.30038e+06,-6.81593e+06,0,1.49063e+06,265773,0,7453.17,1328.87,0,5.9454e-14
4446.2,-15.5584,-42,-11.2666,-0.518613,-0.5,-0.375552,1.30113e+06,-6.81579e+06,0,1.4906e+06,265936,0,7453.02,1329.68,0,5.92627e-14
4446.3,-14.4817,-42,-12.6206,-0.482723,-0.5,-0.420687,1.30187e+06,-6.81566e+06,0,1.49057e+06,266098,0,7452.86,1330.49,0,5.91512e-14
4446.4,-13.2875,-42,-13.8723,-0.442918,-0.5,-0.462409,1.30262e+06,-6.81553e+06,0,1.49054e+06,266261,0,7452.71,1331.3,0,5.91551e-14
4446.5,-11.9856,-42,-15.0115,-0.399521,-0.5,-0.500382,1.30336e+06,-6.81539e+06,0,1.49051e+06,266424,0,7452.55,1332.12,0,5.92054e-14
4446.6,-10.5865,-42,-16.0289,-0.352884,-0.5,-0.534296,1.30411e+06,-6.81526e+06,0,1.49048e+06,266586,0,7452.4,1332.93,0,5.91545e-14
4446.7,-9.10154,-42,-16.9163,-0.303385,-0.5,-0.563877,1.30485e+06,-6.81513e+06,0,1.49045e+06,266749,0,7452.24,1333.74,0,5.9168e-14
4446.8,-7.54275,-42,-17.6665,-0.251425,-0.5,-0.588885,1.3056e+06,-6.815e+06,0,1.49042e+06,266911,0,7452.08,1334.56,0,5.91732e-14
4446.9,-5.92278,-42,-18.2735,-0.197426,-0.5,-0.609116,1.30634e+06,-6.81486e+06,0,1.49039e+06,267074,0,7451.93,1335.37,0,5.92632e-14
4447,-4.25478,-42,-18.7322,-0.141826,-0.5,-0.624408,1.30709e+06,-6.81473e+06,0,1.49035e+06,267237,0,7451.77,1336.18,0,5.92856e-14
4447.1,-2.55227,-42,-19.0391,-0.0850757,-0.5,-0.634636,1.30783e+06,-6.81459e+06,0,1.49032e+06,267399,0,7451.62,1337,0,5.94582e-14
4447.2,-0.829063,-42,-19.1915,-0.0276354,-0.5,-0.639716,1.30858e+06,-6.81446e+06,0,1.49029e+06,267562,0,7451.46,1337.81,0,5.93675e-14
4447.3,0.900871,-42,-19.1882,0.030029,-0.5,-0.639608,1.30932e+06,-6.81433e+06,0,1.49026e+06,267724,0,7451.3,1338.62,0,5.9306e-14
4447.4,2.6235,-42,-19.0294,0.0874499,-0.5,-0.634313,1.31007e+06,-6.81419e+06,0,1.49023e+06,267887,0,7451.15,1339.44,0,5.91235e-14
4447.5,4.32485,-42,-18.7162,0.144162,-0.5,-0.623873,1.31081e+06,-6.81406e+06,0,1.4902e+06,268050,0,7450.99,1340.25,0,5.92994e-14
4447.6,5.99112,-42,-18.2512,0.199704,-0.5,-0.608374,1.31156e+06,-6.81393e+06,0,1.49017e+06,268212,0,7450.83,1341.06,0,5.92783e-14
4447.7,7.60881,-42,-17.6382,0.253627,-0.5,-0.58794,1.3123e+06,-6.81379e+06,0,1.49014e+06,268375,0,7450.68,1341.87,0,5.92564e-14
4447.8,9.16478,-42,-16.8821,0.305493,-0.5,-0.562738,1.31305e+06,-6.81366e+06,0,1.4901e+06,268537,0,7450.52,1342.69,0,5.91359e-14
4447.9,10.6464,-42,-15.9892,0.354881,-0.5,-0.532972,1.31379e+06,-6.81352e+06,0,1.49007e+06,268700,0,7450.36,1343.5,0,5.91349e-14
4448,12.0417,-42,-14.9665,0.401391,-0.5,-0.498884,1.31454e+06,-6.81339e+06,0,1.49004e+06,268863,0,7450.21,1344.31,0,5.93489e-14
4448.1,13.3394,-42,-13.8225,0.444646,-0.5,-0.460749,1.31528e+06,-6.81325e+06,0,1.49001e+06,269025,0,7450.05,1345.13,0,5.96198e-14
4448.2,14.5288,-42,-12.5663,0.484294,-0.5,-0.418878,1.31603e+06,-6.81312e+06,0,1.48998e+06,269188,0,7449.89,1345.94,0,5.96342e-14
4448.3,15.6004,-42,-11.2083,0.520015,-0.5,-0.37361,1.31677e+06,-6.81299e+06,0,1.48995e+06,269350,0,7449.74,1346.75,0,5.95656e-14
4448.4,16.5455,-42,-9.75933,0.551518,-0.5,-0.325311,1.31752e+06,-6.81285e+06,0,1.48992e+06,269513,0,7449.58,1347.56,0,5.96882e-14
4448.5,17.3564,-42,-8.23123,0.578548,-0.5,-0.274374,1.31826e+06,-6.81272e+06,0,1.48988e+06,269675,0,7449.42,1348.38,0,5.96646e-14
4448.6,18.0266,-42,-6.63636,0.600886,-0.5,-0.221212,1.31901e+06,-6.81258e+06,0,1.48985e+06,269838,0,7449.27,1349.19,0,5.94527e-14
4448.7,18.5505,-42,-4.98767,0.618351,-0.5,-0.166256,1.31975e+06,-6.81245e+06,0,1.48982e+06,270000,0,7449.11,1350,0,5.96268e-14
4448.8,18.924,-42,-3.29854,0.6308,-0.5,-0.109951,1.3205e+06,-6.81231e+06,0,1.48979e+06,270163,0,7448.95,1350.81,0,5.95453e-14
4448.9,19.144,-42,-1.58265,0.638134,-0.5,-0.0527549,1.32124e+06,-6.81218e+06,0,1.48976e+06,270325,0,7448.79,1351.63,0,5.94323e-14
4449,19.2088,-42,0.146079,0.640292,-0.5,0.0048693,1.32199e+06,-6.81204e+06,0,1.48973e+06,270488,0,7448.64,1352.44,0,5.94655e-14
4449.1,19.1177,-42,1.87362,0.637258,-0.5,0.062454,1.32273e+06,-6.81191e+06,0,1.4897e+06,270651,0,7448.48,1353.25,0,5.94324e-14
4449.2,18.8716,-42,3.58596,0.629055,-0.5,0.119532,1.32348e+06,-6.81177e+06,0,1.48966e+06,270813,0,7448.32,1354.07,0,5.94953e-14
4449.3,18.4725,-42,5.26923,0.61575,-0.5,0.175641,1.32422e+06,-6.81164e+06,0,1.48963e+06,270976,0,7448.16,1354.88,0,5.93779e-14
4449.4,17.9235,-42,6.90975,0.597451,-0.5,0.230325,1.32497e+06,-6.8115e+06,0,1.4896e+06,271138,0,7448,1355.69,0,5.91948e-14
4449.5,17.2292,-42,8.49424,0.574307,-0.5,0.283141,1.32571e+06,-6.81136e+06,0,1.48957e+06,271301,0,7447.85,1356.5,0,5.92539e-14
4449.6,16.3952,-42,10.0098,0.546505,-0.5,0.333661,1.32646e+06,-6.81123e+06,0,1.48954e+06,271463,0,7447.69,1357.32,0,5.91892e-14
4449.7,15.4281,-42,11.4442,0.514271,-0.5,0.381475,1.3272e+06,-6.81109e+06,0,1.48951e+06,271626,0,7447.53,1358.13,0,5.95311e-14
4449.8,14.336,-42,12.7858,0.477866,-0.5,0.426195,1.32795e+06,-6.81096e+06,0,1.48947e+06,271788,0,7447.37,1358.94,0,5.93991e-14
4449.9,13.1275,-42,14.0237,0.437585,-0.5,0.467458,1.32869e+06,-6.81082e+06,0,1.48944e+06,271951,0,7447.21,1359.75,0,5.94247e-14
4450,11.8127,-42,15.1479,0.393755,-0.5,0.50493,1.32944e+06,-6.81069e+06,0,1.48941e+06,272113,0,7447.05,1360.57,0,5.94423e-14
4450.1,10.402,-42,16.1492,0.346732,-0.5,0.538308,1.33018e+06,-6.81055e+06,0,1.48938e+06,272276,0,7446.9,1361.38,0,5.94073e-14
