t,Pi_x,Pi_y,Pi_z,omega_x,omega_y,omega_z, x, y, z, P_x, P_y, P_z, v_x, v_y, v_z, SO3_err
2005.7,-7.86248,-42,-17.5266,-0.262083,-0.5,-0.58422,-3.93917e+06,5.62795e+06,0,-1.24399e+06,-888863,0,-6219.95,-4444.32,0,2.67342e-14
2005.8,-6.25381,-42,-18.1629,-0.20846,-0.5,-0.605429,-3.93979e+06,5.62751e+06,0,-1.24389e+06,-889001,0,-6219.47,-4445.01,0,2.6721e-14
2005.9,-4.59442,-42,-18.6519,-0.153147,-0.5,-0.621728,-3.94041e+06,5.62707e+06,0,-1.2438e+06,-889140,0,-6218.99,-4445.7,0,2.65086e-14
2006,-2.89776,-42,-18.9896,-0.0965921,-0.5,-0.632985,-3.94103e+06,5.62662e+06,0,-1.2437e+06,-889278,0,-6218.5,-4446.39,0,2.63207e-14
2006.1,-1.17761,-42,-19.1732,-0.0392535,-0.5,-0.639108,-3.94165e+06,5.62618e+06,0,-1.2436e+06,-889417,0,-6218.02,-4447.08,0,2.61433e-14
2006.2,0.552102,-42,-19.2014,0.0184034,-0.5,-0.640048,-3.94228e+06,5.62573e+06,0,-1.24351e+06,-889555,0,-6217.53,-4447.77,0,2.6023e-14
2006.3,2.27733,-42,-19.0739,0.075911,-0.5,-0.635796,-3.9429e+06,5.62529e+06,0,-1.24341e+06,-889693,0,-6217.05,-4448.47,0,2.60899e-14
2006.4,3.98409,-42,-18.7917,0.132803,-0.5,-0.626389,-3.94352e+06,5.62484e+06,0,-1.24331e+06,-889832,0,-6216.56,-4449.16,0,2.62564e-14
2006.5,5.65854,-42,-18.357,0.188618,-0.5,-0.611901,-3.94414e+06,5.6244e+06,0,-1.24322e+06,-889970,0,-6216.08,-4449.85,0,2.61168e-14
2006.6,7.28709,-42,-17.7735,0.242903,-0.5,-0.59245,-3.94476e+06,5.62395e+06,0,-1.24312e+06,-890108,0,-6215.59,-4450.54,0,2.6135e-14
2006.7,8.85654,-42,-17.0458,0.295218,-0.5,-0.568194,-3.94538e+06,5.62351e+06,0,-1.24302e+06,-890247,0,-6215.11,-4451.23,0,2.60759e-14
2006.8,10.3542,-42,-16.1799,0.345139,-0.5,-0.539331,-3.94601e+06,5.62306e+06,0,-1.24292e+06,-890385,0,-6214.62,-4451.92,0,2.60425e-14
2006.9,11.7678,-42,-15.1828,0.39226,-0.5,-0.506093,-3.94663e+06,5.62262e+06,0,-1.24283e+06,-890523,0,-6214.14,-4452.62,0,2.59487e-14
2007,13.086,-42,-14.0625,0.436201,-0.5,-0.46875,-3.94725e+06,5.62217e+06,0,-1.24273e+06,-890661,0,-6213.65,-4453.31,0,2.60024e-14
2007.1,14.2981,-42,-12.8282,0.476603,-0.5,-0.427606,-3.94787e+06,5.62173e+06,0,-1.24263e+06,-890800,0,-6213.17,-4454,0,2.61418e-14
2007.2,15.3942,-42,-11.4898,0.51314,-0.5,-0.382994,-3.94849e+06,5.62128e+06,0,-1.24254e+06,-890938,0,-6212.68,-4454.69,0,2.63739e-14
2007.3,16.3655,-42,-10.0583,0.545516,-0.5,-0.335276,-3.94911e+06,5.62084e+06,0,-1.24244e+06,-891076,0,-6212.2,-4455.38,0,2.64291e-14
2007.4,17.204,-42,-8.54515,0.573467,-0.5,-0.284838,-3.94973e+06,5.62039e+06,0,-1.24234e+06,-891214,0,-6211.71,-4456.07,0,2.67962e-14
2007.5,17.903,-42,-6.96272,0.596767,-0.5,-0.232091,-3.95035e+06,5.61994e+06,0,-1.24224e+06,-891353,0,-6211.22,-4456.76,0,2.68409e-14
2007.6,18.4568,-42,-5.32382,0.615227,-0.5,-0.177461,-3.95098e+06,5.6195e+06,0,-1.24215e+06,-891491,0,-6210.74,-4457.45,0,2.64452e-14
2007.7,18.8609,-42,-3.64175,0.628698,-0.5,-0.121392,-3.9516e+06,5.61905e+06,0,-1.24205e+06,-891629,0,-6210.25,-4458.14,0,2.63545e-14
2007.8,19.1121,-42,-1.93014,0.63707,-0.5,-0.0643379,-3.95222e+06,5.61861e+06,0,-1.24195e+06,-891767,0,-6209.77,-4458.84,0,2.68005e-14
2007.9,19.2082,-42,-0.202872,0.640275,-0.5,-0.00676242,-3.95284e+06,5.61816e+06,0,-1.24186e+06,-891905,0,-6209.28,-4459.53,0,2.65901e-14
2008,19.1486,-42,1.52604,0.638287,-0.5,0.0508679,-3.95346e+06,5.61772e+06,0,-1.24176e+06,-892043,0,-6208.79,-4460.22,0,2.64315e-14
2008.1,18.9337,-42,3.24257,0.631122,-0.5,0.108086,-3.95408e+06,5.61727e+06,0,-1.24166e+06,-892182,0,-6208.31,-4460.91,0,2.65006e-14
2008.2,18.5652,-42,4.93281,0.618839,-0.5,0.164427,-3.9547e+06,5.61682e+06,0,-1.24156e+06,-892320,0,-6207.82,-4461.6,0,2.6491e-14
2008.3,18.0461,-42,6.58304,0.601537,-0.5,0.219435,-3.95532e+06,5.61638e+06,0,-1.24147e+06,-892458,0,-6207.34,-4462.29,0,2.61609e-14
2008.4,17.3807,-42,8.17988,0.579356,-0.5,0.272663,-3.95594e+06,5.61593e+06,0,-1.24137e+06,-892596,0,-6206.85,-4462.98,0,2.62085e-14
2008.5,16.5743,-42,9.71037,0.552477,-0.5,0.323679,-3.95656e+06,5.61548e+06,0,-1.24127e+06,-892734,0,-6206.36,-4463.67,0,2.62481e-14
2008.6,15.6335,-42,11.1621,0.521117,-0.5,0.372071,-3.95718e+06,5.61504e+06,0,-1.24118e+06,-892872,0,-6205.88,-4464.36,0,2.63004e-14
2008.7,14.5659,-42,12.5233,0.48553,-0.5,0.417445,-3.95781e+06,5.61459e+06,0,-1.24108e+06,-893010,0,-6205.39,-4465.05,0,2.62352e-14
2008.8,13.3802,-42,13.783,0.446006,-0.5,0.459433,-3.95843e+06,5.61415e+06,0,-1.24098e+06,-893148,0,-6204.9,-4465.74,0,2.62606e-14
2008.9,12.0859,-42,14.9309,0.402864,-0.5,0.497695,-3.95905e+06,5.6137e+06,0,-1.24088e+06,-893286,0,-6204.42,-4466.43,0,2.62168e-14
2009,10.6936,-42,15.9576,0.356455,-0.5,0.531921,-3.95967e+06,5.61325e+06,0,-1.24079e+06,-893424,0,-6203.93,-4467.12,0,2.61845e-14
2009.1,9.21465,-42,16.855,0.307155,-0.5,0.561833,-3.96029e+06,5.61281e+06,0,-1.24069e+06,-893563,0,-6203.44,-4467.81,0,2.60735e-14
2009.2,7.66091,-42,17.6156,0.255364,-0.5,0.587188,-3.96091e+06,5.61236e+06,0,-1.24059e+06,-893701,0,-6202.96,-4468.5,0,2.59182e-14
2009.3,6.04505,-42,18.2334,0.201502,-0.5,0.607781,-3.96153e+06,5.61191e+06,0,-1.24049e+06,-893839,0,-6202.47,-4469.19,0,2.58693e-14
2009.4,4.38016,-42,18.7033,0.146005,-0.5,0.623444,-3.96215e+06,5.61147e+06,0,-1.2404e+06,-893977,0,-6201.98,-4469.88,0,2.58686e-14
2009.5,2.67974,-42,19.0216,0.0893247,-0.5,0.634052,-3.96277e+06,5.61102e+06,0,-1.2403e+06,-894115,0,-6201.49,-4470.57,0,2.59018e-14
2009.6,0.957589,-42,19.1855,0.0319196,-0.5,0.639517,-3.96339e+06,5.61057e+06,0,-1.2402e+06,-894253,0,-6201.01,-4471.26,0,2.60679e-14
2009.7,-0.772327,-42,19.1939,-0.0257442,-0.5,0.639795,-3.96401e+06,5.61012e+06,0,-1.2401e+06,-894391,0,-6200.52,-4471.95,0,2.6049e-14
2009.8,-2.49598,-42,19.0465,-0.0831993,-0.5,0.634885,-3.96463e+06,5.60968e+06,0,-1.24001e+06,-894529,0,-6200.03,-4472.64,0,2.59492e-14
2009.9,-4.19939,-42,18.7447,-0.13998,-0.5,0.624825,-3.96525e+06,5.60923e+06,0,-1.23991e+06,-894667,0,-6199.54,-4473.33,0,2.57157e-14
2010,-5.86874,-42,18.2909,-0.195625,-0.5,0.609698,-3.96587e+06,5.60878e+06,0,-1.23981e+06,-894804,0,-6199.06,-4474.02,0,2.5808e-14
2010.1,-7.49049,-42,17.6888,-0.249683,-0.5,0.589626,-3.96649e+06,5.60834e+06,0,-1.23971e+06,-894942,0,-6198.57,-4474.71,0,2.60209e-14
2010.2,-9.0515,-42,16.9432,-0.301717,-0.5,0.564772,-3.96711e+06,5.60789e+06,0,-1.23962e+06,-895080,0,-6198.08,-4475.4,0,2.623e-14
2010.3,-10.5391,-42,16.0601,-0.351303,-0.5,0.535337,-3.96773e+06,5.60744e+06,0,-1.23952e+06,-895218,0,-6197.59,-4476.09,0,2.62072e-14
2010.4,-11.9412,-42,15.0468,-0.39804,-0.5,0.501561,-3.96835e+06,5.60699e+06,0,-1.23942e+06,-895356,0,-6197.1,-4476.78,0,2.65377e-14
2010.5,-13.2465,-42,13.9115,-0.441549,-0.5,0.463717,-3.96897e+06,5.60655e+06,0,-1.23932e+06,-895494,0,-6196.62,-4477.47,0,2.66932e-14
2010.6,-14.4443,-42,12.6634,-0.481477,-0.5,0.422112,-3.96959e+06,5.6061e+06,0,-1.23923e+06,-895632,0,-6196.13,-4478.16,0,2.66051e-14
2010.7,-15.525,-42,11.3125,-0.5175,-0.5,0.377084,-3.97021e+06,5.60565e+06,0,-1.23913e+06,-895770,0,-6195.64,-4478.85,0,2.66192e-14
2010.8,-16.4798,-42,9.86993,-0.549326,-0.5,0.328998,-3.97083e+06,5.6052e+06,0,-1.23903e+06,-895908,0,-6195.15,-4479.54,0,2.67096e-14
2010.9,-17.3009,-42,8.34728,-0.576697,-0.5,0.278243,-3.97145e+06,5.60475e+06,0,-1.23893e+06,-896046,0,-6194.66,-4480.23,0,2.67955e-14
2011,-17.9817,-42,6.75694,-0.59939,-0.5,0.225231,-3.97207e+06,5.60431e+06,0,-1.23884e+06,-896183,0,-6194.18,-4480.92,0,2.68967e-14
2011.1,-18.5167,-42,5.1118,-0.617223,-0.5,0.170393,-3.97269e+06,5.60386e+06,0,-1.23874e+06,-896321,0,-6193.69,-4481.61,0,2.68702e-14
2011.2,-18.9015,-42,3.4252,-0.630049,-0.5,0.114173,-3.9733e+06,5.60341e+06,0,-1.23864e+06,-896459,0,-6193.2,-4482.3,0,2.66032e-14
2011.3,-19.133,-42,1.71082,-0.637766,-0.5,0.0570274,-3.97392e+06,5.60296e+06,0,-1.23854e+06,-896597,0,-6192.71,-4482.98,0,2.64192e-14
2011.4,-19.2093,-42,-0.0174332,-0.64031,-0.5,-0.000581107,-3.97454e+06,5.60251e+06,0,-1.23844e+06,-896735,0,-6192.22,-4483.67,0,2.63224e-14
2011.5,-19.1298,-42,-1.74555,-0.637661,-0.5,-0.0581848,-3.97516e+06,5.60206e+06,0,-1.23835e+06,-896872,0,-6191.73,-4484.36,0,2.6464e-14
2011.6,-18.8952,-42,-3.4595,-0.629841,-0.5,-0.115317,-3.97578e+06,5.60162e+06,0,-1.23825e+06,-897010,0,-6191.24,-4485.05,0,2.65227e-14
2011.7,-18.5074,-42,-5.1454,-0.616912,-0.5,-0.171513,-3.9764e+06,5.60117e+06,0,-1.23815e+06,-897148,0,-6190.75,-4485.74,0,2.68941e-14
2011.8,-17.9694,-42,-6.78957,-0.59898,-0.5,-0.226319,-3.97702e+06,5.60072e+06,0,-1.23805e+06,-897286,0,-6190.26,-4486.43,0,2.67951e-14
2011.9,-17.2857,-42,-8.37867,-0.57619,-0.5,-0.279289,-3.97764e+06,5.60027e+06,0,-1.23796e+06,-897424,0,-6189.78,-4487.12,0,2.67155e-14
2012,-16.4618,-42,-9.89982,-0.548727,-0.5,-0.329994,-3.97826e+06,5.59982e+06,0,-1.23786e+06,-897561,0,-6189.29,-4487.81,0,2.67924e-14
2012.1,-15.5044,-42,-11.3407,-0.516814,-0.5,-0.378023,-3.97888e+06,5.59937e+06,0,-1.23776e+06,-897699,0,-6188.8,-4488.5,0,2.68267e-14
2012.2,-14.4213,-42,-12.6896,-0.480709,-0.5,-0.422985,-3.9795e+06,5.59892e+06,0,-1.23766e+06,-897837,0,-6188.31,-4489.18,0,2.70224e-14
2012.3,-13.2212,-42,-13.9355,-0.440706,-0.5,-0.464518,-3.98011e+06,5.59848e+06,0,-1.23756e+06,-897974,0,-6187.82,-4489.87,0,2.68556e-14
2012.4,-11.9138,-42,-15.0685,-0.397128,-0.5,-0.502283,-3.98073e+06,5.59803e+06,0,-1.23747e+06,-898112,0,-6187.33,-4490.56,0,2.69208e-14
2012.5,-10.5099,-42,-16.0792,-0.350329,-0.5,-0.535974,-3.98135e+06,5.59758e+06,0,-1.23737e+06,-898250,0,-6186.84,-4491.25,0,2.69407e-14
2012.6,-9.02069,-42,-16.9595,-0.30069,-0.5,-0.565318,-3.98197e+06,5.59713e+06,0,-1.23727e+06,-898387,0,-6186.35,-4491.94,0,2.69228e-14
2012.7,-7.45833,-42,-17.7023,-0.248611,-0.5,-0.590078,-3.98259e+06,5.59668e+06,0,-1.23717e+06,-898525,0,-6185.86,-4492.63,0,2.71359e-14
2012.8,-5.83549,-42,-18.3015,-0.194516,-0.5,-0.610051,-3.98321e+06,5.59623e+06,0,-1.23707e+06,-898663,0,-6185.37,-4493.31,0,2.73119e-14
2012.9,-4.16532,-42,-18.7523,-0.138844,-0.5,-0.625078,-3.98383e+06,5.59578e+06,0,-1.23698e+06,-898800,0,-6184.88,-4494,0,2.74898e-14
