t,Pi_x,Pi_y,Pi_z,omega_x,omega_y,omega_z,e3_R_Pi,SO3_err
22.574,-0.663692,-0.00799112,0.661356,-0.663692,-0.00285397,0.330678,0.8,4.92839e-14
22.575,-0.663125,-0.0105971,0.661352,-0.663125,-0.00378467,0.330676,0.8,4.94706e-14
22.576,-0.662553,-0.013203,0.661347,-0.662553,-0.00471535,0.330673,0.8,4.96961e-14
22.577,-0.661975,-0.0158089,0.661341,-0.661975,-0.00564602,0.33067,0.8,4.94112e-14
22.578,-0.661392,-0.0184147,0.661334,-0.661392,-0.00657666,0.330667,0.8,4.94299e-14
22.579,-0.660803,-0.0210204,0.661325,-0.660803,-0.00750729,0.330663,0.8,4.95804e-14
22.58,-0.660209,-0.0236261,0.661316,-0.660209,-0.00843788,0.330658,0.8,4.97378e-14
22.581,-0.65961,-0.0262317,0.661305,-0.65961,-0.00936845,0.330653,0.8,4.95316e-14
22.582,-0.659005,-0.0288372,0.661293,-0.659005,-0.010299,0.330647,0.8,4.97275e-14
22.583,-0.658395,-0.0314425,0.661281,-0.658395,-0.0112295,0.33064,0.8,4.98354e-14
22.584,-0.65778,-0.0340478,0.661267,-0.65778,-0.0121599,0.330633,0.8,5.00202e-14
22.585,-0.657159,-0.036653,0.661252,-0.657159,-0.0130903,0.330626,0.8,4.99723e-14
22.586,-0.656533,-0.039258,0.661236,-0.656533,-0.0140207,0.330618,0.8,5.00749e-14
22.587,-0.655902,-0.0418629,0.661219,-0.655902,-0.014951,0.330609,0.8,5.00629e-14
22.588,-0.655265,-0.0444676,0.661201,-0.655265,-0.0158813,0.3306,0.8,5.00221e-14
22.589,-0.654623,-0.0470722,0.661181,-0.654623,-0.0168115,0.330591,0.8,5.00382e-14
22.59,-0.653976,-0.0496766,0.661161,-0.653976,-0.0177416,0.33058,0.8,5.00903e-14
22.591,-0.653323,-0.0522808,0.661139,-0.653323,-0.0186717,0.33057,0.8,5.0223e-14
22.592,-0.652666,-0.0548849,0.661117,-0.652666,-0.0196017,0.330558,0.8,5.00558e-14
22.593,-0.652002,-0.0574887,0.661093,-0.652002,-0.0205317,0.330547,0.8,5.01156e-14
22.594,-0.651334,-0.0600924,0.661069,-0.651334,-0.0214616,0.330534,0.8,5.03284e-14
22.595,-0.65066,-0.0626958,0.661043,-0.65066,-0.0223914,0.330522,0.8,5.03199e-14
22.596,-0.649981,-0.065299,0.661016,-0.649981,-0.0233211,0.330508,0.8,5.03235e-14
22.597,-0.649297,-0.067902,0.660989,-0.649297,-0.0242507,0.330494,0.8,5.03138e-14
22.598,-0.648608,-0.0705047,0.66096,-0.648608,-0.0251803,0.33048,0.8,5.01943e-14
22.599,-0.647913,-0.0731072,0.66093,-0.647913,-0.0261097,0.330465,0.8,5.0071e-14
22.6,-0.647213,-0.0757094,0.660899,-0.647213,-0.0270391,0.330449,0.8,4.99115e-14
22.601,-0.646508,-0.0783114,0.660867,-0.646508,-0.0279683,0.330433,0.8,4.99135e-14
22.602,-0.645797,-0.080913,0.660834,-0.645797,-0.0288975,0.330417,0.8,4.96689e-14
22.603,-0.645082,-0.0835144,0.6608,-0.645082,-0.0298266,0.3304,0.8,4.9803e-14
22.604,-0.644361,-0.0861155,0.660764,-0.644361,-0.0307555,0.330382,0.8,4.96813e-14
22.605,-0.643635,-0.0887163,0.660728,-0.643635,-0.0316844,0.330364,0.8,4.97946e-14
22.606,-0.642903,-0.0913168,0.660691,-0.642903,-0.0326131,0.330345,0.8,4.9656e-14
22.607,-0.642167,-0.0939169,0.660653,-0.642167,-0.0335417,0.330326,0.8,4.97944e-14
22.608,-0.641425,-0.0965167,0.660613,-0.641425,-0.0344702,0.330307,0.8,4.95843e-14
22.609,-0.640678,-0.0991162,0.660573,-0.640678,-0.0353986,0.330287,0.8,4.95242e-14
22.61,-0.639926,-0.101715,0.660532,-0.639926,-0.0363269,0.330266,0.8,4.93884e-14
22.611,-0.639169,-0.104314,0.660489,-0.639169,-0.037255,0.330245,0.8,4.96779e-14
22.612,-0.638407,-0.106912,0.660446,-0.638407,-0.038183,0.330223,0.8,4.97152e-14
22.613,-0.637639,-0.10951,0.660402,-0.637639,-0.0391109,0.330201,0.8,4.98678e-14
22.614,-0.636867,-0.112108,0.660356,-0.636867,-0.0400386,0.330178,0.8,4.98195e-14
22.615,-0.636089,-0.114705,0.66031,-0.636089,-0.0409661,0.330155,0.8,4.97123e-14
22.616,-0.635306,-0.117302,0.660262,-0.635306,-0.0418936,0.330131,0.8,4.94298e-14
22.617,-0.634518,-0.119898,0.660214,-0.634518,-0.0428208,0.330107,0.8,4.98061e-14
22.618,-0.633725,-0.122494,0.660165,-0.633725,-0.043748,0.330082,0.8,4.94099e-14
22.619,-0.632927,-0.12509,0.660114,-0.632927,-0.0446749,0.330057,0.8,4.9357e-14
22.62,-0.632124,-0.127685,0.660063,-0.632124,-0.0456018,0.330031,0.8,4.93541e-14
22.621,-0.631315,-0.13028,0.660011,-0.631315,-0.0465284,0.330005,0.8,4.9225e-14
22.622,-0.630502,-0.132874,0.659957,-0.630502,-0.0474549,0.329979,0.8,4.90738e-14
22.623,-0.629683,-0.135467,0.659903,-0.629683,-0.0483812,0.329951,0.8,4.91686e-14
22.624,-0.62886,-0.138061,0.659847,-0.62886,-0.0493074,0.329924,0.8,4.91315e-14
22.625,-0.628031,-0.140653,0.659791,-0.628031,-0.0502333,0.329896,0.8,4.92735e-14
22.626,-0.627198,-0.143246,0.659734,-0.627198,-0.0511591,0.329867,0.8,4.94495e-14
22.627,-0.626359,-0.145837,0.659676,-0.626359,-0.0520847,0.329838,0.8,4.9515e-14
22.628,-0.625515,-0.148428,0.659616,-0.625515,-0.0530102,0.329808,0.8,4.93107e-14
22.629,-0.624666,-0.151019,0.659556,-0.624666,-0.0539354,0.329778,0.8,4.94809e-14
22.63,-0.623813,-0.153609,0.659495,-0.623813,-0.0548604,0.329748,0.8,4.94521e-14
22.631,-0.622954,-0.156199,0.659433,-0.622954,-0.0557853,0.329717,0.8,4.93454e-14
22.632,-0.62209,-0.158788,0.65937,-0.62209,-0.0567099,0.329685,0.8,4.93706e-14
22.633,-0.621221,-0.161376,0.659306,-0.621221,-0.0576344,0.329653,0.8,4.95984e-14
22.634,-0.620348,-0.163964,0.659241,-0.620348,-0.0585586,0.329621,0.8,4.93492e-14
22.635,-0.619469,-0.166552,0.659175,-0.619469,-0.0594827,0.329588,0.8,4.92789e-14
22.636,-0.618585,-0.169138,0.659109,-0.618585,-0.0604065,0.329554,0.8,4.94032e-14
22.637,-0.617697,-0.171724,0.659041,-0.617697,-0.0613301,0.32952,0.8,4.9118e-14
22.638,-0.616803,-0.17431,0.658972,-0.616803,-0.0622535,0.329486,0.8,4.90177e-14
22.639,-0.615904,-0.176895,0.658903,-0.615904,-0.0631767,0.329451,0.8,4.89646e-14
22.64,-0.615001,-0.179479,0.658832,-0.615001,-0.0640996,0.329416,0.8,4.9099e-14
22.641,-0.614093,-0.182063,0.658761,-0.614093,-0.0650224,0.32938,0.8,4.90486e-14
22.642,-0.613179,-0.184646,0.658688,-0.613179,-0.0659449,0.329344,0.8,4.90336e-14
22.643,-0.612261,-0.187228,0.658615,-0.612261,-0.0668671,0.329308,0.8,4.89949e-14
22.644,-0.611338,-0.18981,0.658541,-0.611338,-0.0677892,0.32927,0.8,4.89467e-14
22.645,-0.61041,-0.192391,0.658466,-0.61041,-0.0687109,0.329233,0.8,4.90729e-14
22.646,-0.609477,-0.194971,0.65839,-0.609477,-0.0696325,0.329195,0.8,4.8793e-14
22.647,-0.60854,-0.197551,0.658313,-0.60854,-0.0705538,0.329157,0.8,4.88567e-14
22.648,-0.607597,-0.200129,0.658235,-0.607597,-0.0714748,0.329118,0.8,4.88539e-14
22.649,-0.60665,-0.202708,0.658157,-0.60665,-0.0723956,0.329078,0.8,4.91044e-14
22.65,-0.605697,-0.205285,0.658077,-0.605697,-0.0733161,0.329039,0.8,4.92073e-14
22.651,-0.60474,-0.207862,0.657997,-0.60474,-0.0742364,0.328998,0.8,4.91568e-14
22.652,-0.603778,-0.210438,0.657916,-0.603778,-0.0751564,0.328958,0.8,4.94549e-14
22.653,-0.602812,-0.213013,0.657834,-0.602812,-0.0760762,0.328917,0.8,4.92374e-14
22.654,-0.60184,-0.215588,0.657751,-0.60184,-0.0769957,0.328875,0.8,4.92639e-14
22.655,-0.600864,-0.218162,0.657667,-0.600864,-0.0779149,0.328833,0.8,4.92392e-14
22.656,-0.599883,-0.220735,0.657582,-0.599883,-0.0788338,0.328791,0.8,4.94037e-14
22.657,-0.598897,-0.223307,0.657496,-0.598897,-0.0797525,0.328748,0.8,4.9523e-14
22.658,-0.597906,-0.225878,0.65741,-0.597906,-0.0806708,0.328705,0.8,4.9332e-14
22.659,-0.596911,-0.228449,0.657323,-0.596911,-0.0815889,0.328661,0.8,4.94312e-14
22.66,-0.595911,-0.231019,0.657235,-0.595911,-0.0825067,0.328617,0.8,4.94337e-14
22.661,-0.594906,-0.233588,0.657146,-0.594906,-0.0834242,0.328573,0.8,4.93111e-14
22.662,-0.593896,-0.236156,0.657056,-0.593896,-0.0843414,0.328528,0.8,4.92586e-14
22.663,-0.592882,-0.238723,0.656966,-0.592882,-0.0852583,0.328483,0.8,4.92588e-14
22.664,-0.591863,-0.24129,0.656874,-0.591863,-0.0861749,0.328437,0.8,4.91753e-14
22.665,-0.590839,-0.243856,0.656782,-0.590839,-0.0870913,0.328391,0.8,4.88358e-14
22.666,-0.589811,-0.24642,0.656689,-0.589811,-0.0880073,0.328344,0.8,4.9178e-14
22.667,-0.588778,-0.248984,0.656595,-0.588778,-0.0889229,0.328298,0.8,4.92133e-14
22.668,-0.58774,-0.251547,0.6565,-0.58774,-0.0898383,0.32825,0.8,4.89521e-14
22.669,-0.586697,-0.254109,0.656405,-0.586697,-0.0907534,0.328202,0.8,4.89918e-14
22.67,-0.58565,-0.256671,0.656309,-0.58565,-0.0916681,0.328154,0.8,4.89022e-14
22.671,-0.584599,-0.259231,0.656212,-0.584599,-0.0925825,0.328106,0.8,4.88777e-14
22.672,-0.583542,-0.261791,0.656114,-0.583542,-0.0934966,0.328057,0.8,4.87691e-14
22.673,-0.582481,-0.264349,0.656015,-0.582481,-0.0944104,0.328008,0.8,4.88258e-14
22.674,-0.581416,-0.266907,0.655916,-0.581416,-0.0953238,0.327958,0.8,4.89518e-14
22.675,-0.580345,-0.269463,0.655816,-0.580345,-0.0962369,0.327908,0.8,4.91563e-14
22.676,-0.579271,-0.272019,0.655715,-0.579271,-0.0971496,0.327857,0.8,4.90065e-14
22.677,-0.578191,-0.274574,0.655613,-0.578191,-0.098062,0.327807,0.8,4.89884e-14
22.678,-0.577107,-0.277127,0.655511,-0.577107,-0.0989741,0.327755,0.8,4.89446e-14
22.679,-0.576019,-0.27968,0.655408,-0.576019,-0.0998858,0.327704,0.8,4.89673e-14
22.68,-0.574926,-0.282232,0.655304,-0.574926,-0.100797,0.327652,0.8,4.87079e-14
22.681,-0.573828,-0.284783,0.655199,-0.573828,-0.101708,0.327599,0.8,4.88953e-14
22.682,-0.572726,-0.287333,0.655093,-0.572726,-0.102619,0.327547,0.8,4.86642e-14
22.683,-0.571619,-0.289882,0.654987,-0.571619,-0.103529,0.327494,0.8,4.86831e-14
22.684,-0.570508,-0.292429,0.65488,-0.570508,-0.104439,0.32744,0.8,4.8544e-14
22.685,-0.569393,-0.294976,0.654773,-0.569393,-0.105349,0.327386,0.8,4.87466e-14
22.686,-0.568272,-0.297522,0.654664,-0.568272,-0.106258,0.327332,0.8,4.87076e-14
22.687,-0.567148,-0.300066,0.654555,-0.567148,-0.107167,0.327278,0.8,4.85984e-14
22.688,-0.566019,-0.30261,0.654446,-0.566019,-0.108075,0.327223,0.8,4.84737e-14
22.689,-0.564885,-0.305153,0.654335,-0.564885,-0.108983,0.327168,0.8,4.82086e-14
22.69,-0.563747,-0.307694,0.654224,-0.563747,-0.109891,0.327112,0.8,4.81907e-14
22.691,-0.562605,-0.310234,0.654112,-0.562605,-0.110798,0.327056,0.8,4.84265e-14
22.692,-0.561458,-0.312774,0.654,-0.561458,-0.111705,0.327,0.8,4.82551e-14
22.693,-0.560307,-0.315312,0.653886,-0.560307,-0.112611,0.326943,0.8,4.80394e-14
22.694,-0.559151,-0.317849,0.653773,-0.559151,-0.113518,0.326886,0.8,4.78952e-14
22.695,-0.557991,-0.320385,0.653658,-0.557991,-0.114423,0.326829,0.8,4.7935e-14
22.696,-0.556827,-0.32292,0.653543,-0.556827,-0.115329,0.326771,0.8,4.80401e-14
22.697,-0.555658,-0.325454,0.653427,-0.555658,-0.116233,0.326713,0.8,4.81559e-14
22.698,-0.554485,-0.327986,0.65331,-0.554485,-0.117138,0.326655,0.8,4.83461e-14
22.699,-0.553307,-0.330518,0.653193,-0.553307,-0.118042,0.326596,0.8,4.81907e-14
22.7,-0.552125,-0.333048,0.653075,-0.552125,-0.118946,0.326538,0.8,4.84558e-14
22.701,-0.550939,-0.335577,0.652956,-0.550939,-0.119849,0.326478,0.8,4.84409e-14
22.702,-0.549748,-0.338105,0.652837,-0.549748,-0.120752,0.326419,0.8,4.83731e-14
22.703,-0.548554,-0.340632,0.652718,-0.548554,-0.121654,0.326359,0.8,4.84659e-14
22.704,-0.547355,-0.343157,0.652597,-0.547355,-0.122556,0.326299,0.8,4.82861e-14
22.705,-0.546151,-0.345681,0.652476,-0.546151,-0.123458,0.326238,0.8,4.8229e-14
22.706,-0.544944,-0.348205,0.652354,-0.544944,-0.124359,0.326177,0.8,4.81167e-14
22.707,-0.543732,-0.350726,0.652232,-0.543732,-0.125259,0.326116,0.8,4.81648e-14
22.708,-0.542515,-0.353247,0.652109,-0.542515,-0.12616,0.326055,0.8,4.85608e-14
22.709,-0.541295,-0.355766,0.651986,-0.541295,-0.127059,0.325993,0.8,4.85933e-14
22.71,-0.54007,-0.358285,0.651862,-0.54007,-0.127959,0.325931,0.8,4.84251e-14
22.711,-0.538842,-0.360802,0.651737,-0.538842,-0.128858,0.325868,0.8,4.84471e-14
22.712,-0.537609,-0.363317,0.651612,-0.537609,-0.129756,0.325806,0.8,4.8402e-14
22.713,-0.536371,-0.365832,0.651486,-0.536371,-0.130654,0.325743,0.8,4.82265e-14
22.714,-0.53513,-0.368345,0.651359,-0.53513,-0.131552,0.32568,0.8,4.81825e-14
22.715,-0.533884,-0.370856,0.651232,-0.533884,-0.132449,0.325616,0.8,4.81173e-14
22.716,-0.532635,-0.373367,0.651105,-0.532635,-0.133345,0.325552,0.8,4.82436e-14
22.717,-0.531381,-0.375876,0.650977,-0.531381,-0.134241,0.325488,0.8,4.85812e-14
22.718,-0.530123,-0.378384,0.650848,-0.530123,-0.135137,0.325424,0.8,4.87274e-14
22.719,-0.52886,-0.380891,0.650719,-0.52886,-0.136032,0.325359,0.8,4.86053e-14
22.72,-0.527594,-0.383396,0.650589,-0.527594,-0.136927,0.325294,0.8,4.86094e-14
22.721,-0.526324,-0.3859,0.650459,-0.526324,-0.137821,0.325229,0.8,4.88961e-14
22.722,-0.525049,-0.388402,0.650328,-0.525049,-0.138715,0.325164,0.8,4.9014e-14
22.723,-0.523771,-0.390903,0.650196,-0.523771,-0.139608,0.325098,0.8,4.89451e-14
22.724,-0.522488,-0.393403,0.650065,-0.522488,-0.140501,0.325032,0.8,4.91689e-14
22.725,-0.521202,-0.395902,0.649932,-0.521202,-0.141393,0.324966,0.8,4.89012e-14
22.726,-0.519911,-0.398399,0.649799,-0.519911,-0.142285,0.3249,0.8,4.86676e-14
22.727,-0.518616,-0.400894,0.649666,-0.518616,-0.143177,0.324833,0.8,4.88302e-14
22.728,-0.517318,-0.403389,0.649532,-0.517318,-0.144067,0.324766,0.8,4.8738e-14
22.729,-0.516015,-0.405881,0.649398,-0.516015,-0.144958,0.324699,0.8,4.88651e-14
22.73,-0.514708,-0.408373,0.649263,-0.514708,-0.145847,0.324631,0.8,4.88669e-14
22.731,-0.513397,-0.410863,0.649127,-0.513397,-0.146737,0.324564,0.8,4.86275e-14
22.732,-0.512083,-0.413351,0.648991,-0.512083,-0.147625,0.324496,0.8,4.84519e-14
22.733,-0.510764,-0.415838,0.648855,-0.510764,-0.148514,0.324428,0.8,4.84612e-14
22.734,-0.509441,-0.418324,0.648718,-0.509441,-0.149401,0.324359,0.8,4.85098e-14
22.735,-0.508115,-0.420808,0.648581,-0.508115,-0.150289,0.324291,0.8,4.86709e-14
22.736,-0.506785,-0.423291,0.648443,-0.506785,-0.151175,0.324222,0.8,4.86619e-14
22.737,-0.50545,-0.425772,0.648305,-0.50545,-0.152062,0.324153,0.8,4.88406e-14
22.738,-0.504112,-0.428252,0.648167,-0.504112,-0.152947,0.324083,0.8,4.87989e-14
22.739,-0.50277,-0.43073,0.648028,-0.50277,-0.153832,0.324014,0.8,4.89595e-14
22.74,-0.501424,-0.433207,0.647888,-0.501424,-0.154717,0.323944,0.8,4.91243e-14
22.741,-0.500074,-0.435682,0.647749,-0.500074,-0.155601,0.323874,0.8,4.86561e-14
22.742,-0.49872,-0.438156,0.647608,-0.49872,-0.156484,0.323804,0.8,4.85606e-14
22.743,-0.497363,-0.440628,0.647468,-0.497363,-0.157367,0.323734,0.8,4.85114e-14
22.744,-0.496002,-0.443099,0.647326,-0.496002,-0.15825,0.323663,0.8,4.84703e-14
22.745,-0.494636,-0.445568,0.647185,-0.494636,-0.159131,0.323593,0.8,4.8315e-14
22.746,-0.493267,-0.448036,0.647043,-0.493267,-0.160013,0.323522,0.8,4.81536e-14
22.747,-0.491895,-0.450502,0.646901,-0.491895,-0.160893,0.32345,0.8,4.81075e-14
22.748,-0.490518,-0.452966,0.646758,-0.490518,-0.161774,0.323379,0.8,4.79379e-14
22.749,-0.489138,-0.455429,0.646615,-0.489138,-0.162653,0.323308,0.8,4.82553e-14
22.75,-0.487754,-0.45789,0.646472,-0.487754,-0.163532,0.323236,0.8,4.82102e-14
22.751,-0.486366,-0.46035,0.646328,-0.486366,-0.164411,0.323164,0.8,4.83388e-14
22.752,-0.484975,-0.462808,0.646184,-0.484975,-0.165289,0.323092,0.8,4.83435e-14
22.753,-0.48358,-0.465264,0.646039,-0.48358,-0.166166,0.32302,0.8,4.82992e-14
22.754,-0.482181,-0.467719,0.645895,-0.482181,-0.167043,0.322947,0.8,4.81527e-14
22.755,-0.480778,-0.470172,0.64575,-0.480778,-0.167919,0.322875,0.8,4.82547e-14
22.756,-0.479372,-0.472624,0.645604,-0.479372,-0.168794,0.322802,0.8,4.82959e-14
22.757,-0.477962,-0.475074,0.645458,-0.477962,-0.169669,0.322729,0.8,4.83516e-14
22.758,-0.476549,-0.477522,0.645312,-0.476549,-0.170544,0.322656,0.8,4.83876e-14
22.759,-0.475131,-0.479969,0.645166,-0.475131,-0.171417,0.322583,0.8,4.82623e-14
22.76,-0.473711,-0.482414,0.645019,-0.473711,-0.172291,0.322509,0.8,4.80776e-14
22.761,-0.472286,-0.484857,0.644872,-0.472286,-0.173163,0.322436,0.8,4.80803e-14
22.762,-0.470858,-0.487298,0.644724,-0.470858,-0.174035,0.322362,0.8,4.78899e-14
22.763,-0.469427,-0.489738,0.644577,-0.469427,-0.174907,0.322288,0.8,4.77418e-14
22.764,-0.467992,-0.492177,0.644429,-0.467992,-0.175777,0.322214,0.8,4.78915e-14
22.765,-0.466553,-0.494613,0.644281,-0.466553,-0.176647,0.32214,0.8,4.80535e-14
22.766,-0.465111,-0.497048,0.644132,-0.465111,-0.177517,0.322066,0.8,4.81063e-14
22.767,-0.463665,-0.499481,0.643983,-0.463665,-0.178386,0.321992,0.8,4.76863e-14
22.768,-0.462216,-0.501912,0.643834,-0.462216,-0.179254,0.321917,0.8,4.7854e-14
22.769,-0.460763,-0.504342,0.643685,-0.460763,-0.180122,0.321843,0.8,4.77733e-14
22.77,-0.459307,-0.506769,0.643536,-0.459307,-0.180989,0.321768,0.8,4.75068e-14
22.771,-0.457847,-0.509195,0.643386,-0.457847,-0.181855,0.321693,0.8,4.77201e-14
22.772,-0.456384,-0.51162,0.643236,-0.456384,-0.182721,0.321618,0.8,4.74715e-14
22.773,-0.454918,-0.514042,0.643086,-0.454918,-0.183586,0.321543,0.8,4.77493e-14
22.774,-0.453448,-0.516463,0.642935,-0.453448,-0.184451,0.321468,0.8,4.76658e-14
22.775,-0.451974,-0.518882,0.642785,-0.451974,-0.185315,0.321392,0.8,4.75763e-14
22.776,-0.450497,-0.521299,0.642634,-0.450497,-0.186178,0.321317,0.8,4.76768e-14
22.777,-0.449017,-0.523714,0.642483,-0.449017,-0.187041,0.321241,0.8,4.79089e-14
22.778,-0.447534,-0.526128,0.642331,-0.447534,-0.187903,0.321166,0.8,4.77223e-14
22.779,-0.446047,-0.528539,0.64218,-0.446047,-0.188764,0.32109,0.8,4.75333e-14
22.78,-0.444556,-0.530949,0.642028,-0.444556,-0.189625,0.321014,0.8,4.75357e-14
22.781,-0.443063,-0.533357,0.641876,-0.443063,-0.190485,0.320938,0.8,4.75789e-14
22.782,-0.441566,-0.535763,0.641724,-0.441566,-0.191344,0.320862,0.8,4.75734e-14
22.783,-0.440065,-0.538167,0.641572,-0.440065,-0.192203,0.320786,0.8,4.74739e-14
22.784,-0.438562,-0.54057,0.64142,-0.438562,-0.193061,0.32071,0.8,4.75411e-14
22.785,-0.437055,-0.54297,0.641267,-0.437055,-0.193918,0.320634,0.8,4.77283e-14
22.786,-0.435545,-0.545369,0.641115,-0.435545,-0.194775,0.320557,0.8,4.76771e-14
22.787,-0.434031,-0.547766,0.640962,-0.434031,-0.195631,0.320481,0.8,4.74199e-14
22.788,-0.432514,-0.55016,0.640809,-0.432514,-0.196486,0.320405,0.8,4.74185e-14
22.789,-0.430995,-0.552553,0.640656,-0.430995,-0.197341,0.320328,0.8,4.71733e-14
22.79,-0.429471,-0.554944,0.640503,-0.429471,-0.198194,0.320251,0.8,4.70852e-14
22.791,-0.427945,-0.557334,0.64035,-0.427945,-0.199048,0.320175,0.8,4.69168e-14
22.792,-0.426416,-0.559721,0.640196,-0.426416,-0.1999,0.320098,0.8,4.69854e-14
22.793,-0.424883,-0.562106,0.640043,-0.424883,-0.200752,0.320021,0.8,4.72522e-14
22.794,-0.423347,-0.564489,0.639889,-0.423347,-0.201603,0.319945,0.8,4.69901e-14
22.795,-0.421808,-0.566871,0.639736,-0.421808,-0.202454,0.319868,0.8,4.71716e-14
22.796,-0.420266,-0.56925,0.639582,-0.420266,-0.203304,0.319791,0.8,4.74432e-14
22.797,-0.418721,-0.571627,0.639428,-0.418721,-0.204153,0.319714,0.8,4.70711e-14
22.798,-0.417173,-0.574003,0.639274,-0.417173,-0.205001,0.319637,0.8,4.71815e-14
22.799,-0.415621,-0.576376,0.63912,-0.415621,-0.205849,0.31956,0.8,4.70261e-14
22.8,-0.414067,-0.578748,0.638966,-0.414067,-0.206696,0.319483,0.8,4.72208e-14
22.801,-0.412509,-0.581117,0.638812,-0.412509,-0.207542,0.319406,0.8,4.71568e-14
22.802,-0.410948,-0.583485,0.638658,-0.410948,-0.208387,0.319329,0.8,4.69755e-14
22.803,-0.409385,-0.58585,0.638504,-0.409385,-0.209232,0.319252,0.8,4.68429e-14
22.804,-0.407818,-0.588213,0.63835,-0.407818,-0.210076,0.319175,0.8,4.70174e-14
22.805,-0.406249,-0.590575,0.638195,-0.406249,-0.21092,0.319098,0.8,4.7015e-14
22.806,-0.404676,-0.592934,0.638041,-0.404676,-0.211762,0.319021,0.8,4.69589e-14
22.807,-0.4031,-0.595291,0.637887,-0.4031,-0.212604,0.318943,0.8,4.70627e-14
22.808,-0.401522,-0.597647,0.637733,-0.401522,-0.213445,0.318866,0.8,4.68954e-14
22.809,-0.39994,-0.6,0.637578,-0.39994,-0.214286,0.318789,0.8,4.69074e-14
22.81,-0.398356,-0.602351,0.637424,-0.398356,-0.215125,0.318712,0.8,4.68094e-14
22.811,-0.396768,-0.6047,0.63727,-0.396768,-0.215964,0.318635,0.8,4.68242e-14
22.812,-0.395178,-0.607047,0.637116,-0.395178,-0.216802,0.318558,0.8,4.6598e-14
22.813,-0.393585,-0.609392,0.636961,-0.393585,-0.21764,0.318481,0.8,4.64622e-14
22.814,-0.391989,-0.611734,0.636807,-0.391989,-0.218477,0.318404,0.8,4.64624e-14
22.815,-0.39039,-0.614075,0.636653,-0.39039,-0.219312,0.318327,0.8,4.6487e-14
22.816,-0.388788,-0.616413,0.636499,-0.388788,-0.220148,0.318249,0.8,4.6663e-14
22.817,-0.387183,-0.61875,0.636345,-0.387183,-0.220982,0.318172,0.8,4.65187e-14
22.818,-0.385576,-0.621084,0.636191,-0.385576,-0.221816,0.318095,0.8,4.63345e-14
22.819,-0.383966,-0.623416,0.636037,-0.383966,-0.222649,0.318019,0.8,4.65022e-14
22.82,-0.382353,-0.625746,0.635883,-0.382353,-0.223481,0.317942,0.8,4.64338e-14
22.821,-0.380737,-0.628074,0.635729,-0.380737,-0.224312,0.317865,0.8,4.63237e-14
22.822,-0.379118,-0.630399,0.635576,-0.379118,-0.225143,0.317788,0.8,4.63955e-14
22.823,-0.377497,-0.632723,0.635422,-0.377497,-0.225972,0.317711,0.8,4.62658e-14
22.824,-0.375873,-0.635044,0.635269,-0.375873,-0.226801,0.317634,0.8,4.61783e-14
22.825,-0.374246,-0.637363,0.635115,-0.374246,-0.22763,0.317558,0.8,4.6121e-14
22.826,-0.372617,-0.63968,0.634962,-0.372617,-0.228457,0.317481,0.8,4.61342e-14
22.827,-0.370985,-0.641994,0.634809,-0.370985,-0.229284,0.317404,0.8,4.63451e-14
22.828,-0.36935,-0.644307,0.634656,-0.36935,-0.23011,0.317328,0.8,4.61701e-14
22.829,-0.367713,-0.646617,0.634503,-0.367713,-0.230935,0.317251,0.8,4.64098e-14
22.83,-0.366072,-0.648925,0.63435,-0.366072,-0.231759,0.317175,0.8,4.67432e-14
22.831,-0.36443,-0.651231,0.634197,-0.36443,-0.232582,0.317099,0.8,4.70867e-14
22.832,-0.362784,-0.653534,0.634045,-0.362784,-0.233405,0.317022,0.8,4.71395e-14
22.833,-0.361136,-0.655835,0.633893,-0.361136,-0.234227,0.316946,0.8,4.69919e-14
22.834,-0.359486,-0.658134,0.63374,-0.359486,-0.235048,0.31687,0.8,4.68816e-14
22.835,-0.357833,-0.660431,0.633588,-0.357833,-0.235868,0.316794,0.8,4.68389e-14
22.836,-0.356177,-0.662726,0.633437,-0.356177,-0.236688,0.316718,0.8,4.70708e-14
22.837,-0.354519,-0.665018,0.633285,-0.354519,-0.237506,0.316642,0.8,4.68965e-14
22.838,-0.352858,-0.667308,0.633133,-0.352858,-0.238324,0.316567,0.8,4.73421e-14
22.839,-0.351195,-0.669595,0.632982,-0.351195,-0.239141,0.316491,0.8,4.73203e-14
22.84,-0.349529,-0.671881,0.632831,-0.349529,-0.239957,0.316416,0.8,4.73145e-14
22.841,-0.347861,-0.674164,0.63268,-0.347861,-0.240773,0.31634,0.8,4.74102e-14
22.842,-0.346191,-0.676444,0.63253,-0.346191,-0.241587,0.316265,0.8,4.74456e-14
22.843,-0.344518,-0.678722,0.632379,-0.344518,-0.242401,0.31619,0.8,4.75408e-14
22.844,-0.342842,-0.680998,0.632229,-0.342842,-0.243214,0.316114,0.8,4.77271e-14
22.845,-0.341164,-0.683272,0.632079,-0.341164,-0.244026,0.316039,0.8,4.79833e-14
22.846,-0.339484,-0.685543,0.631929,-0.339484,-0.244837,0.315965,0.8,4.81627e-14
22.847,-0.337801,-0.687812,0.63178,-0.337801,-0.245647,0.31589,0.8,4.81775e-14
22.848,-0.336116,-0.690079,0.63163,-0.336116,-0.246457,0.315815,0.8,4.82608e-14
22.849,-0.334428,-0.692343,0.631481,-0.334428,-0.247265,0.315741,0.8,4.80724e-14
