t,Pi_x,Pi_y,Pi_z,omega_x,omega_y,omega_z,e3_R_Pi,SO3_err
18.678,-0.569081,1.18823,0.770648,-0.569081,0.424367,0.385324,0.8,4.63455e-14
18.679,-0.568681,1.18683,0.771082,-0.568681,0.423869,0.385541,0.8,4.667e-14
18.68,-0.568275,1.18544,0.771516,-0.568275,0.42337,0.385758,0.8,4.66917e-14
18.681,-0.567864,1.18404,0.771948,-0.567864,0.42287,0.385974,0.8,4.68655e-14
18.682,-0.567448,1.18263,0.77238,-0.567448,0.422368,0.38619,0.8,4.6842e-14
18.683,-0.567028,1.18122,0.772811,-0.567028,0.421864,0.386405,0.8,4.7023e-14
18.684,-0.566602,1.1798,0.773241,-0.566602,0.421359,0.386621,0.8,4.71386e-14
18.685,-0.56617,1.17839,0.77367,-0.56617,0.420852,0.386835,0.8,4.7188e-14
18.686,-0.565734,1.17696,0.774099,-0.565734,0.420344,0.387049,0.8,4.70673e-14
18.687,-0.565293,1.17554,0.774527,-0.565293,0.419834,0.387263,0.8,4.72437e-14
18.688,-0.564847,1.1741,0.774953,-0.564847,0.419323,0.387477,0.8,4.73808e-14
18.689,-0.564396,1.17267,0.775379,-0.564396,0.41881,0.38769,0.8,4.74156e-14
18.69,-0.563939,1.17123,0.775804,-0.563939,0.418296,0.387902,0.8,4.77396e-14
18.691,-0.563478,1.16978,0.776228,-0.563478,0.41778,0.388114,0.8,4.78922e-14
18.692,-0.563011,1.16834,0.776652,-0.563011,0.417263,0.388326,0.8,4.80073e-14
18.693,-0.56254,1.16688,0.777074,-0.56254,0.416744,0.388537,0.8,4.81683e-14
18.694,-0.562064,1.16543,0.777496,-0.562064,0.416224,0.388748,0.8,4.83077e-14
18.695,-0.561582,1.16397,0.777916,-0.561582,0.415702,0.388958,0.8,4.81367e-14
18.696,-0.561096,1.1625,0.778336,-0.561096,0.415179,0.389168,0.8,4.84704e-14
18.697,-0.560604,1.16103,0.778755,-0.560604,0.414654,0.389377,0.8,4.80283e-14
18.698,-0.560108,1.15956,0.779173,-0.560108,0.414128,0.389586,0.8,4.84677e-14
18.699,-0.559607,1.15808,0.77959,-0.559607,0.4136,0.389795,0.8,4.83387e-14
18.7,-0.5591,1.1566,0.780006,-0.5591,0.413071,0.390003,0.8,4.83879e-14
18.701,-0.558589,1.15511,0.780421,-0.558589,0.41254,0.390211,0.8,4.88245e-14
18.702,-0.558073,1.15362,0.780836,-0.558073,0.412008,0.390418,0.8,4.86671e-14
18.703,-0.557552,1.15213,0.781249,-0.557552,0.411474,0.390625,0.8,4.83671e-14
18.704,-0.557026,1.15063,0.781662,-0.557026,0.410939,0.390831,0.8,4.8377e-14
18.705,-0.556495,1.14913,0.782073,-0.556495,0.410402,0.391037,0.8,4.83527e-14
18.706,-0.555959,1.14762,0.782484,-0.555959,0.409864,0.391242,0.8,4.82446e-14
18.707,-0.555418,1.14611,0.782894,-0.555418,0.409325,0.391447,0.8,4.80548e-14
18.708,-0.554872,1.14459,0.783302,-0.554872,0.408784,0.391651,0.8,4.81696e-14
18.709,-0.554322,1.14308,0.78371,-0.554322,0.408241,0.391855,0.8,4.81879e-14
18.71,-0.553766,1.14155,0.784117,-0.553766,0.407697,0.392058,0.8,4.83434e-14
18.711,-0.553206,1.14002,0.784523,-0.553206,0.407152,0.392261,0.8,4.82538e-14
18.712,-0.552641,1.13849,0.784928,-0.552641,0.406605,0.392464,0.8,4.85638e-14
18.713,-0.552071,1.13696,0.785332,-0.552071,0.406056,0.392666,0.8,4.88881e-14
18.714,-0.551496,1.13542,0.785735,-0.551496,0.405507,0.392867,0.8,4.89281e-14
18.715,-0.550916,1.13387,0.786137,-0.550916,0.404955,0.393068,0.8,4.89069e-14
18.716,-0.550332,1.13233,0.786538,-0.550332,0.404403,0.393269,0.8,4.89332e-14
18.717,-0.549743,1.13078,0.786938,-0.549743,0.403848,0.393469,0.8,4.89535e-14
18.718,-0.549148,1.12922,0.787337,-0.549148,0.403293,0.393669,0.8,4.91185e-14
18.719,-0.54855,1.12766,0.787735,-0.54855,0.402736,0.393868,0.8,4.8934e-14
18.72,-0.547946,1.1261,0.788133,-0.547946,0.402177,0.394066,0.8,4.88063e-14
18.721,-0.547337,1.12453,0.788529,-0.547337,0.401617,0.394264,0.8,4.8481e-14
18.722,-0.546724,1.12296,0.788924,-0.546724,0.401056,0.394462,0.8,4.87949e-14
18.723,-0.546106,1.12138,0.789318,-0.546106,0.400493,0.394659,0.8,4.92756e-14
18.724,-0.545483,1.1198,0.789711,-0.545483,0.399928,0.394856,0.8,4.92872e-14
18.725,-0.544856,1.11822,0.790103,-0.544856,0.399363,0.395052,0.8,4.94328e-14
18.726,-0.544223,1.11663,0.790495,-0.544223,0.398796,0.395247,0.8,4.95646e-14
18.727,-0.543586,1.11504,0.790885,-0.543586,0.398227,0.395442,0.8,4.97469e-14
18.728,-0.542945,1.11344,0.791274,-0.542945,0.397657,0.395637,0.8,4.92732e-14
18.729,-0.542298,1.11184,0.791662,-0.542298,0.397086,0.395831,0.8,4.93892e-14
18.73,-0.541647,1.11024,0.792049,-0.541647,0.396513,0.396025,0.8,4.939e-14
18.731,-0.540992,1.10863,0.792435,-0.540992,0.395938,0.396218,0.8,4.93391e-14
18.732,-0.540331,1.10702,0.79282,-0.540331,0.395363,0.39641,0.8,4.91941e-14
18.733,-0.539666,1.1054,0.793204,-0.539666,0.394786,0.396602,0.8,4.93519e-14
18.734,-0.538996,1.10378,0.793587,-0.538996,0.394207,0.396794,0.8,4.95193e-14
18.735,-0.538322,1.10216,0.793969,-0.538322,0.393627,0.396985,0.8,4.96561e-14
18.736,-0.537643,1.10053,0.79435,-0.537643,0.393046,0.397175,0.8,4.92585e-14
18.737,-0.536959,1.0989,0.79473,-0.536959,0.392463,0.397365,0.8,4.90721e-14
18.738,-0.536271,1.09726,0.795109,-0.536271,0.391879,0.397554,0.8,4.90939e-14
18.739,-0.535578,1.09562,0.795487,-0.535578,0.391293,0.397743,0.8,4.88345e-14
18.74,-0.53488,1.09398,0.795863,-0.53488,0.390706,0.397932,0.8,4.89626e-14
18.741,-0.534178,1.09233,0.796239,-0.534178,0.390118,0.398119,0.8,4.92721e-14
18.742,-0.533472,1.09068,0.796613,-0.533472,0.389528,0.398307,0.8,4.89882e-14
18.743,-0.53276,1.08902,0.796987,-0.53276,0.388937,0.398493,0.8,4.91157e-14
18.744,-0.532045,1.08736,0.797359,-0.532045,0.388345,0.39868,0.8,4.91095e-14
18.745,-0.531324,1.0857,0.797731,-0.531324,0.387751,0.398865,0.8,4.91833e-14
18.746,-0.5306,1.08403,0.798101,-0.5306,0.387155,0.399051,0.8,4.93181e-14
18.747,-0.52987,1.08236,0.79847,-0.52987,0.386559,0.399235,0.8,4.94948e-14
18.748,-0.529136,1.08069,0.798838,-0.529136,0.385961,0.399419,0.8,4.96267e-14
18.749,-0.528398,1.07901,0.799205,-0.528398,0.385361,0.399603,0.8,4.98776e-14
18.75,-0.527655,1.07733,0.799571,-0.527655,0.38476,0.399786,0.8,4.98888e-14
18.751,-0.526908,1.07564,0.799936,-0.526908,0.384158,0.399968,0.8,4.97477e-14
18.752,-0.526156,1.07395,0.8003,-0.526156,0.383555,0.40015,0.8,4.97039e-14
18.753,-0.525399,1.07226,0.800663,-0.525399,0.38295,0.400331,0.8,4.97047e-14
18.754,-0.524639,1.07056,0.801024,-0.524639,0.382343,0.400512,0.8,4.95748e-14
18.755,-0.523873,1.06886,0.801385,-0.523873,0.381736,0.400693,0.8,4.95923e-14
18.756,-0.523104,1.06715,0.801744,-0.523104,0.381127,0.400872,0.8,4.98804e-14
18.757,-0.52233,1.06545,0.802103,-0.52233,0.380516,0.401051,0.8,4.98971e-14
18.758,-0.521551,1.06373,0.80246,-0.521551,0.379904,0.40123,0.8,4.96996e-14
18.759,-0.520768,1.06202,0.802816,-0.520768,0.379291,0.401408,0.8,4.95661e-14
18.76,-0.519981,1.0603,0.803171,-0.519981,0.378677,0.401586,0.8,4.94548e-14
18.761,-0.51919,1.05857,0.803525,-0.51919,0.378061,0.401762,0.8,4.96084e-14
18.762,-0.518394,1.05684,0.803878,-0.518394,0.377444,0.401939,0.8,4.97953e-14
18.763,-0.517593,1.05511,0.804229,-0.517593,0.376826,0.402115,0.8,4.97836e-14
18.764,-0.516788,1.05338,0.80458,-0.516788,0.376206,0.40229,0.8,4.98282e-14
18.765,-0.515979,1.05164,0.804929,-0.515979,0.375585,0.402465,0.8,4.9526e-14
18.766,-0.515166,1.04989,0.805277,-0.515166,0.374962,0.402639,0.8,4.92156e-14
18.767,-0.514348,1.04815,0.805625,-0.514348,0.374338,0.402812,0.8,4.92297e-14
18.768,-0.513526,1.0464,0.805971,-0.513526,0.373713,0.402985,0.8,4.92429e-14
18.769,-0.5127,1.04464,0.806315,-0.5127,0.373086,0.403158,0.8,4.90509e-14
18.77,-0.51187,1.04288,0.806659,-0.51187,0.372459,0.40333,0.8,4.89504e-14
18.771,-0.511035,1.04112,0.807002,-0.511035,0.37183,0.403501,0.8,4.88912e-14
18.772,-0.510196,1.03936,0.807343,-0.510196,0.371199,0.403672,0.8,4.90891e-14
18.773,-0.509353,1.03759,0.807684,-0.509353,0.370567,0.403842,0.8,4.91879e-14
18.774,-0.508505,1.03582,0.808023,-0.508505,0.369934,0.404011,0.8,4.88484e-14
18.775,-0.507653,1.03404,0.808361,-0.507653,0.3693,0.40418,0.8,4.91716e-14
18.776,-0.506797,1.03226,0.808698,-0.506797,0.368664,0.404349,0.8,4.96064e-14
18.777,-0.505937,1.03048,0.809033,-0.505937,0.368027,0.404517,0.8,4.98066e-14
18.778,-0.505073,1.02869,0.809368,-0.505073,0.367389,0.404684,0.8,4.9764e-14
18.779,-0.504204,1.0269,0.809701,-0.504204,0.366749,0.404851,0.8,4.94928e-14
18.78,-0.503332,1.0251,0.810034,-0.503332,0.366108,0.405017,0.8,4.96634e-14
18.781,-0.502455,1.0233,0.810365,-0.502455,0.365466,0.405182,0.8,4.95375e-14
18.782,-0.501574,1.0215,0.810695,-0.501574,0.364822,0.405347,0.8,4.95669e-14
18.783,-0.500689,1.0197,0.811024,-0.500689,0.364177,0.405512,0.8,4.92924e-14
18.784,-0.4998,1.01789,0.811351,-0.4998,0.363531,0.405676,0.8,4.93245e-14
18.785,-0.498907,1.01607,0.811678,-0.498907,0.362884,0.405839,0.8,4.93363e-14
18.786,-0.498009,1.01426,0.812003,-0.498009,0.362235,0.406001,0.8,4.93235e-14
18.787,-0.497108,1.01244,0.812327,-0.497108,0.361585,0.406164,0.8,4.94809e-14
18.788,-0.496202,1.01061,0.81265,-0.496202,0.360934,0.406325,0.8,4.91236e-14
18.789,-0.495293,1.00879,0.812972,-0.495293,0.360281,0.406486,0.8,4.93071e-14
18.79,-0.494379,1.00696,0.813292,-0.494379,0.359627,0.406646,0.8,4.94458e-14
18.791,-0.493461,1.00512,0.813612,-0.493461,0.358972,0.406806,0.8,4.96608e-14
18.792,-0.49254,1.00328,0.81393,-0.49254,0.358316,0.406965,0.8,4.96699e-14
18.793,-0.491614,1.00144,0.814247,-0.491614,0.357658,0.407124,0.8,4.9683e-14
18.794,-0.490684,0.999597,0.814563,-0.490684,0.356999,0.407282,0.8,4.95107e-14
18.795,-0.489751,0.997749,0.814878,-0.489751,0.356339,0.407439,0.8,4.99048e-14
18.796,-0.488813,0.995897,0.815191,-0.488813,0.355677,0.407596,0.8,4.99683e-14
18.797,-0.487871,0.994041,0.815504,-0.487871,0.355015,0.407752,0.8,4.99903e-14
18.798,-0.486926,0.992182,0.815815,-0.486926,0.354351,0.407907,0.8,4.99656e-14
18.799,-0.485976,0.990319,0.816125,-0.485976,0.353686,0.408062,0.8,5.01383e-14
18.8,-0.485023,0.988453,0.816434,-0.485023,0.353019,0.408217,0.8,5.00022e-14
18.801,-0.484066,0.986584,0.816741,-0.484066,0.352351,0.408371,0.8,5.00738e-14
18.802,-0.483104,0.984711,0.817048,-0.483104,0.351682,0.408524,0.8,4.99882e-14
18.803,-0.482139,0.982834,0.817353,-0.482139,0.351012,0.408676,0.8,5.01135e-14
18.804,-0.48117,0.980954,0.817657,-0.48117,0.350341,0.408828,0.8,4.97717e-14
18.805,-0.480198,0.97907,0.81796,-0.480198,0.349668,0.40898,0.8,4.94942e-14
18.806,-0.479221,0.977183,0.818261,-0.479221,0.348994,0.409131,0.8,4.96278e-14
18.807,-0.47824,0.975293,0.818562,-0.47824,0.348319,0.409281,0.8,4.96252e-14
18.808,-0.477256,0.973399,0.818861,-0.477256,0.347643,0.409431,0.8,4.95955e-14
18.809,-0.476268,0.971502,0.819159,-0.476268,0.346965,0.40958,0.8,4.97701e-14
18.81,-0.475276,0.969601,0.819456,-0.475276,0.346286,0.409728,0.8,4.94365e-14
18.811,-0.47428,0.967697,0.819752,-0.47428,0.345606,0.409876,0.8,4.97162e-14
18.812,-0.473281,0.965789,0.820046,-0.473281,0.344925,0.410023,0.8,4.95263e-14
18.813,-0.472278,0.963878,0.820339,-0.472278,0.344242,0.41017,0.8,4.95094e-14
18.814,-0.471271,0.961964,0.820631,-0.471271,0.343559,0.410316,0.8,4.98558e-14
18.815,-0.47026,0.960046,0.820922,-0.47026,0.342874,0.410461,0.8,4.99655e-14
18.816,-0.469246,0.958125,0.821212,-0.469246,0.342187,0.410606,0.8,4.99351e-14
18.817,-0.468228,0.9562,0.8215,-0.468228,0.3415,0.41075,0.8,4.96481e-14
18.818,-0.467206,0.954272,0.821788,-0.467206,0.340812,0.410894,0.8,4.98219e-14
18.819,-0.46618,0.952341,0.822074,-0.46618,0.340122,0.411037,0.8,4.98521e-14
18.82,-0.465151,0.950406,0.822358,-0.465151,0.339431,0.411179,0.8,4.9886e-14
18.821,-0.464118,0.948468,0.822642,-0.464118,0.338739,0.411321,0.8,4.99826e-14
18.822,-0.463082,0.946527,0.822924,-0.463082,0.338045,0.411462,0.8,4.9608e-14
18.823,-0.462042,0.944582,0.823205,-0.462042,0.337351,0.411603,0.8,4.96772e-14
18.824,-0.460998,0.942634,0.823485,-0.460998,0.336655,0.411743,0.8,4.98822e-14
18.825,-0.459951,0.940683,0.823764,-0.459951,0.335958,0.411882,0.8,4.98804e-14
18.826,-0.4589,0.938729,0.824042,-0.4589,0.33526,0.412021,0.8,4.97101e-14
18.827,-0.457845,0.936771,0.824318,-0.457845,0.334561,0.412159,0.8,4.96701e-14
18.828,-0.456787,0.934809,0.824593,-0.456787,0.333861,0.412297,0.8,4.98276e-14
18.829,-0.455726,0.932845,0.824867,-0.455726,0.333159,0.412434,0.8,4.96616e-14
18.83,-0.454661,0.930877,0.82514,-0.454661,0.332456,0.41257,0.8,4.96798e-14
18.831,-0.453592,0.928906,0.825411,-0.453592,0.331752,0.412706,0.8,4.99405e-14
18.832,-0.45252,0.926932,0.825681,-0.45252,0.331047,0.412841,0.8,4.96709e-14
18.833,-0.451444,0.924954,0.825951,-0.451444,0.330341,0.412975,0.8,4.96618e-14
18.834,-0.450365,0.922973,0.826218,-0.450365,0.329633,0.413109,0.8,4.94698e-14
18.835,-0.449283,0.920989,0.826485,-0.449283,0.328925,0.413242,0.8,4.94901e-14
18.836,-0.448197,0.919002,0.82675,-0.448197,0.328215,0.413375,0.8,4.95728e-14
18.837,-0.447107,0.917011,0.827015,-0.447107,0.327504,0.413507,0.8,4.95642e-14
18.838,-0.446014,0.915018,0.827278,-0.446014,0.326792,0.413639,0.8,4.94165e-14
18.839,-0.444918,0.913021,0.827539,-0.444918,0.326079,0.41377,0.8,4.93903e-14
18.84,-0.443818,0.911021,0.8278,-0.443818,0.325364,0.4139,0.8,4.9232e-14
18.841,-0.442715,0.909017,0.828059,-0.442715,0.324649,0.41403,0.8,4.93618e-14
18.842,-0.441609,0.907011,0.828317,-0.441609,0.323932,0.414159,0.8,4.93595e-14
18.843,-0.440499,0.905001,0.828574,-0.440499,0.323215,0.414287,0.8,4.90352e-14
18.844,-0.439385,0.902988,0.82883,-0.439385,0.322496,0.414415,0.8,4.891e-14
18.845,-0.438269,0.900972,0.829084,-0.438269,0.321776,0.414542,0.8,4.87149e-14
18.846,-0.437149,0.898953,0.829337,-0.437149,0.321055,0.414669,0.8,4.89126e-14
18.847,-0.436026,0.89693,0.829589,-0.436026,0.320332,0.414795,0.8,4.88541e-14
18.848,-0.4349,0.894905,0.82984,-0.4349,0.319609,0.41492,0.8,4.87495e-14
18.849,-0.43377,0.892876,0.83009,-0.43377,0.318884,0.415045,0.8,4.87579e-14
18.85,-0.432637,0.890844,0.830338,-0.432637,0.318159,0.415169,0.8,4.86963e-14
18.851,-0.431501,0.888809,0.830585,-0.431501,0.317432,0.415293,0.8,4.85366e-14
18.852,-0.430361,0.886771,0.830831,-0.430361,0.316704,0.415416,0.8,4.87138e-14
18.853,-0.429219,0.88473,0.831076,-0.429219,0.315975,0.415538,0.8,4.85385e-14
18.854,-0.428073,0.882686,0.83132,-0.428073,0.315245,0.41566,0.8,4.88621e-14
18.855,-0.426924,0.880639,0.831562,-0.426924,0.314514,0.415781,0.8,4.87331e-14
18.856,-0.425771,0.878588,0.831803,-0.425771,0.313782,0.415901,0.8,4.8583e-14
18.857,-0.424616,0.876535,0.832043,-0.424616,0.313048,0.416021,0.8,4.88688e-14
18.858,-0.423457,0.874479,0.832282,-0.423457,0.312314,0.416141,0.8,4.88749e-14
18.859,-0.422296,0.872419,0.832519,-0.422296,0.311578,0.416259,0.8,4.88906e-14
18.86,-0.421131,0.870356,0.832755,-0.421131,0.310842,0.416378,0.8,4.87465e-14
18.861,-0.419963,0.868291,0.83299,-0.419963,0.310104,0.416495,0.8,4.84419e-14
18.862,-0.418792,0.866222,0.833224,-0.418792,0.309365,0.416612,0.8,4.8445e-14
18.863,-0.417618,0.86415,0.833457,-0.417618,0.308625,0.416728,0.8,4.8622e-14
18.864,-0.416441,0.862075,0.833688,-0.416441,0.307884,0.416844,0.8,4.84322e-14
18.865,-0.41526,0.859998,0.833918,-0.41526,0.307142,0.416959,0.8,4.84394e-14
18.866,-0.414077,0.857917,0.834147,-0.414077,0.306399,0.417074,0.8,4.87484e-14
18.867,-0.412891,0.855833,0.834375,-0.412891,0.305655,0.417187,0.8,4.8897e-14
18.868,-0.411702,0.853747,0.834602,-0.411702,0.304909,0.417301,0.8,4.90597e-14
18.869,-0.410509,0.851657,0.834827,-0.410509,0.304163,0.417413,0.8,4.90751e-14
18.87,-0.409314,0.849564,0.835051,-0.409314,0.303416,0.417526,0.8,4.87618e-14
18.871,-0.408116,0.847469,0.835274,-0.408116,0.302667,0.417637,0.8,4.89115e-14
18.872,-0.406915,0.84537,0.835496,-0.406915,0.301918,0.417748,0.8,4.90614e-14
18.873,-0.40571,0.843268,0.835716,-0.40571,0.301167,0.417858,0.8,4.90382e-14
18.874,-0.404503,0.841164,0.835936,-0.404503,0.300416,0.417968,0.8,4.88884e-14
18.875,-0.403293,0.839056,0.836154,-0.403293,0.299663,0.418077,0.8,4.87151e-14
18.876,-0.402081,0.836946,0.836371,-0.402081,0.298909,0.418185,0.8,4.87288e-14
18.877,-0.400865,0.834833,0.836586,-0.400865,0.298155,0.418293,0.8,4.86075e-14
18.878,-0.399646,0.832717,0.836801,-0.399646,0.297399,0.4184,0.8,4.88751e-14
18.879,-0.398425,0.830598,0.837014,-0.398425,0.296642,0.418507,0.8,4.90271e-14
18.88,-0.397201,0.828476,0.837226,-0.397201,0.295884,0.418613,0.8,4.86731e-14
18.881,-0.395973,0.826351,0.837437,-0.395973,0.295125,0.418719,0.8,4.87142e-14
18.882,-0.394744,0.824223,0.837647,-0.394744,0.294365,0.418824,0.8,4.88147e-14
18.883,-0.393511,0.822093,0.837856,-0.393511,0.293605,0.418928,0.8,4.86794e-14
18.884,-0.392275,0.819959,0.838063,-0.392275,0.292843,0.419032,0.8,4.86538e-14
18.885,-0.391037,0.817823,0.838269,-0.391037,0.29208,0.419135,0.8,4.8837e-14
18.886,-0.389796,0.815684,0.838474,-0.389796,0.291316,0.419237,0.8,4.88315e-14
18.887,-0.388552,0.813542,0.838678,-0.388552,0.290551,0.419339,0.8,4.87051e-14
18.888,-0.387306,0.811397,0.838881,-0.387306,0.289785,0.41944,0.8,4.90165e-14
18.889,-0.386057,0.809249,0.839082,-0.386057,0.289018,0.419541,0.8,4.90183e-14
18.89,-0.384805,0.807099,0.839282,-0.384805,0.28825,0.419641,0.8,4.88871e-14
18.891,-0.383551,0.804946,0.839481,-0.383551,0.287481,0.419741,0.8,4.87112e-14
18.892,-0.382293,0.80279,0.839679,-0.382293,0.286711,0.41984,0.8,4.87399e-14
18.893,-0.381034,0.800631,0.839876,-0.381034,0.28594,0.419938,0.8,4.87574e-14
18.894,-0.379771,0.798469,0.840071,-0.379771,0.285168,0.420036,0.8,4.89549e-14
18.895,-0.378506,0.796305,0.840266,-0.378506,0.284395,0.420133,0.8,4.88485e-14
18.896,-0.377238,0.794138,0.840459,-0.377238,0.283621,0.420229,0.8,4.86463e-14
18.897,-0.375968,0.791968,0.840651,-0.375968,0.282846,0.420325,0.8,4.81629e-14
18.898,-0.374695,0.789796,0.840842,-0.374695,0.28207,0.420421,0.8,4.83538e-14
18.899,-0.37342,0.78762,0.841031,-0.37342,0.281293,0.420516,0.8,4.83703e-14
18.9,-0.372142,0.785442,0.84122,-0.372142,0.280515,0.42061,0.8,4.83605e-14
18.901,-0.370862,0.783261,0.841407,-0.370862,0.279736,0.420704,0.8,4.83572e-14
18.902,-0.369579,0.781078,0.841593,-0.369579,0.278956,0.420797,0.8,4.82451e-14
18.903,-0.368293,0.778892,0.841778,-0.368293,0.278176,0.420889,0.8,4.82668e-14
18.904,-0.367005,0.776703,0.841962,-0.367005,0.277394,0.420981,0.8,4.79576e-14
18.905,-0.365715,0.774511,0.842145,-0.365715,0.276611,0.421072,0.8,4.82603e-14
18.906,-0.364422,0.772317,0.842326,-0.364422,0.275827,0.421163,0.8,4.84426e-14
18.907,-0.363127,0.77012,0.842507,-0.363127,0.275043,0.421253,0.8,4.81436e-14
18.908,-0.361829,0.76792,0.842686,-0.361829,0.274257,0.421343,0.8,4.81288e-14
18.909,-0.360529,0.765718,0.842864,-0.360529,0.273471,0.421432,0.8,4.79837e-14
18.91,-0.359226,0.763513,0.843041,-0.359226,0.272683,0.42152,0.8,4.81126e-14
18.911,-0.357922,0.761305,0.843217,-0.357922,0.271895,0.421608,0.8,4.80902e-14
18.912,-0.356614,0.759095,0.843391,-0.356614,0.271105,0.421696,0.8,4.81851e-14
18.913,-0.355305,0.756882,0.843565,-0.355305,0.270315,0.421782,0.8,4.78683e-14
18.914,-0.353993,0.754667,0.843737,-0.353993,0.269524,0.421869,0.8,4.80266e-14
18.915,-0.352679,0.752449,0.843908,-0.352679,0.268732,0.421954,0.8,4.78727e-14
18.916,-0.351362,0.750228,0.844078,-0.351362,0.267939,0.422039,0.8,4.78368e-14
18.917,-0.350043,0.748005,0.844247,-0.350043,0.267145,0.422124,0.8,4.78553e-14
18.918,-0.348722,0.745779,0.844415,-0.348722,0.26635,0.422207,0.8,4.77912e-14
18.919,-0.347399,0.743551,0.844582,-0.347399,0.265554,0.422291,0.8,4.79492e-14
18.92,-0.346073,0.74132,0.844747,-0.346073,0.264757,0.422373,0.8,4.809e-14
18.921,-0.344746,0.739086,0.844911,-0.344746,0.263959,0.422456,0.8,4.81998e-14
18.922,-0.343416,0.73685,0.845075,-0.343416,0.263161,0.422537,0.8,4.8242e-14
18.923,-0.342083,0.734611,0.845237,-0.342083,0.262361,0.422618,0.8,4.82579e-14
18.924,-0.340749,0.73237,0.845398,-0.340749,0.261561,0.422699,0.8,4.82826e-14
18.925,-0.339412,0.730127,0.845558,-0.339412,0.260759,0.422779,0.8,4.84911e-14
18.926,-0.338074,0.72788,0.845716,-0.338074,0.259957,0.422858,0.8,4.85019e-14
18.927,-0.336733,0.725632,0.845874,-0.336733,0.259154,0.422937,0.8,4.88097e-14
18.928,-0.33539,0.72338,0.84603,-0.33539,0.25835,0.423015,0.8,4.86447e-14
18.929,-0.334045,0.721127,0.846186,-0.334045,0.257545,0.423093,0.8,4.84676e-14
18.93,-0.332698,0.71887,0.84634,-0.332698,0.256739,0.42317,0.8,4.82985e-14
18.931,-0.331349,0.716612,0.846493,-0.331349,0.255933,0.423247,0.8,4.84181e-14
18.932,-0.329997,0.714351,0.846645,-0.329997,0.255125,0.423323,0.8,4.82084e-14
18.933,-0.328644,0.712087,0.846796,-0.328644,0.254317,0.423398,0.8,4.83574e-14
18.934,-0.327289,0.709821,0.846946,-0.327289,0.253507,0.423473,0.8,4.83438e-14
18.935,-0.325931,0.707552,0.847095,-0.325931,0.252697,0.423548,0.8,4.81728e-14
18.936,-0.324572,0.705281,0.847243,-0.324572,0.251886,0.423621,0.8,4.80111e-14
18.937,-0.323211,0.703008,0.847389,-0.323211,0.251074,0.423695,0.8,4.83286e-14
18.938,-0.321847,0.700732,0.847535,-0.321847,0.250262,0.423768,0.8,4.83352e-14
18.939,-0.320482,0.698454,0.847679,-0.320482,0.249448,0.42384,0.8,4.81941e-14
18.94,-0.319115,0.696174,0.847823,-0.319115,0.248633,0.423911,0.8,4.81955e-14
18.941,-0.317746,0.693891,0.847965,-0.317746,0.247818,0.423983,0.8,4.82279e-14
18.942,-0.316375,0.691605,0.848106,-0.316375,0.247002,0.424053,0.8,4.83726e-14
18.943,-0.315002,0.689317,0.848246,-0.315002,0.246185,0.424123,0.8,4.80897e-14
18.944,-0.313627,0.687027,0.848385,-0.313627,0.245367,0.424193,0.8,4.8262e-14
18.945,-0.312251,0.684735,0.848523,-0.312251,0.244548,0.424262,0.8,4.85666e-14
18.946,-0.310872,0.68244,0.84866,-0.310872,0.243729,0.42433,0.8,4.85931e-14
18.947,-0.309492,0.680143,0.848796,-0.309492,0.242908,0.424398,0.8,4.86058e-14
18.948,-0.30811,0.677843,0.848931,-0.30811,0.242087,0.424466,0.8,4.89279e-14
18.949,-0.306726,0.675541,0.849065,-0.306726,0.241265,0.424532,0.8,4.89124e-14
18.95,-0.305341,0.673237,0.849197,-0.305341,0.240442,0.424599,0.8,4.92318e-14
18.951,-0.303953,0.670931,0.849329,-0.303953,0.239618,0.424665,0.8,4.9074e-14
18.952,-0.302564,0.668622,0.84946,-0.302564,0.238794,0.42473,0.8,4.90715e-14
18.953,-0.301173,0.666311,0.849589,-0.301173,0.237968,0.424795,0.8,4.90881e-14
18.954,-0.299781,0.663997,0.849718,-0.299781,0.237142,0.424859,0.8,4.92369e-14
18.955,-0.298386,0.661682,0.849845,-0.298386,0.236315,0.424923,0.8,4.96357e-14
18.956,-0.29699,0.659364,0.849971,-0.29699,0.235487,0.424986,0.8,4.9422e-14
18.957,-0.295593,0.657044,0.850097,-0.295593,0.234658,0.425048,0.8,4.94256e-14
18.958,-0.294193,0.654721,0.850221,-0.294193,0.233829,0.425111,0.8,4.92781e-14
18.959,-0.292792,0.652397,0.850344,-0.292792,0.232999,0.425172,0.8,4.95718e-14
18.96,-0.29139,0.65007,0.850467,-0.29139,0.232168,0.425233,0.8,4.97427e-14
18.961,-0.289986,0.647741,0.850588,-0.289986,0.231336,0.425294,0.8,4.97895e-14
18.962,-0.28858,0.645409,0.850708,-0.28858,0.230503,0.425354,0.8,4.97925e-14
18.963,-0.287173,0.643076,0.850828,-0.287173,0.22967,0.425414,0.8,4.96588e-14
18.964,-0.285764,0.64074,0.850946,-0.285764,0.228836,0.425473,0.8,4.97884e-14
18.965,-0.284353,0.638402,0.851063,-0.284353,0.228001,0.425531,0.8,4.9928e-14
18.966,-0.282941,0.636062,0.851179,-0.282941,0.227165,0.42559,0.8,4.99386e-14
18.967,-0.281528,0.633719,0.851294,-0.281528,0.226328,0.425647,0.8,5.04172e-14
